,CHAM1,CHAM2,CHAM3,CHAM4,CHAM5
7/1/18 0:00,10.1,17.1,28.4,10.0,30.0
7/1/18 1:00,10.1,17.3,28.4,10.0,30.0
7/1/18 2:00,10.1,17.2,28.4,9.9,30.2
7/1/18 3:00,9.9,17.1,28.3,9.8,30.0
7/1/18 4:00,10.5,17.7,28.8,10.3,30.5
7/1/18 5:00,10.6,14.4,26.1,10.4,27.7
7/1/18 6:00,9.0,16.4,29.1,8.9,30.5
7/1/18 7:00,8.9,16.2,27.5,8.8,29.0
7/1/18 8:00,8.5,15.1,27.1,7.8,28.6
7/1/18 9:00,7.9,13.6,27.0,6.1,30.8
7/1/18 10:00,7.8,14.0,27.5,6.1,31.8
7/1/18 11:00,7.9,14.4,28.0,6.1,32.5
7/1/18 12:00,9.3,15.0,30.1,6.3,34.5
7/1/18 13:00,13.3,15.0,34.9,6.1,39.2
7/1/18 14:00,13.2,15.2,34.6,6.1,38.9
7/1/18 15:00,13.7,15.2,34.8,6.0,39.1
7/1/18 16:00,12.0,16.1,33.1,6.8,37.6
7/1/18 17:00,10.8,17.0,23.2,9.3,27.7
7/1/18 18:00,11.3,17.9,20.3,11.2,22.5
7/1/18 19:00,12.3,18.6,20.9,12.1,22.7
7/1/18 20:00,13.0,18.8,21.2,12.8,22.9
7/1/18 21:00,11.4,17.3,19.8,11.0,21.4
7/1/18 22:00,11.0,17.0,19.4,10.9,21.1
7/1/18 23:00,10.0,16.7,19.1,9.8,20.7
7/2/18 0:00,10.0,17.4,19.8,9.8,21.3
7/2/18 1:00,9.8,17.1,19.5,9.6,21.0
7/2/18 2:00,9.6,16.8,19.1,9.5,20.7
7/2/18 3:00,9.7,17.0,19.4,9.5,20.9
7/2/18 4:00,11.7,17.8,21.4,10.3,22.9
7/2/18 5:00,12.1,14.9,21.3,10.0,26.4
7/2/18 6:00,14.9,22.9,48.8,18.9,65.4
7/2/18 7:00,57.2,51.8,175.1,50.3,249.7
7/2/18 8:00,134.2,108.4,474.0,135.9,726.7
7/2/18 9:00,110.8,102.8,429.0,123.6,657.7
7/2/18 10:00,110.2,108.1,409.3,114.7,631.4
7/2/18 11:00,84.5,106.4,309.0,67.4,467.6
7/2/18 12:00,39.2,108.3,176.3,30.8,211.0
7/2/18 13:00,134.6,109.1,466.5,131.3,669.5
7/2/18 14:00,108.6,101.9,390.2,109.3,610.7
7/2/18 15:00,95.3,98.9,346.8,93.3,533.1
7/2/18 16:00,50.1,84.6,214.1,56.9,346.6
7/2/18 17:00,23.2,53.9,100.9,27.3,131.5
7/2/18 18:00,20.7,40.6,78.4,24.0,105.9
7/2/18 19:00,14.3,40.0,64.9,21.6,82.6
7/2/18 20:00,12.2,14.3,23.1,10.8,27.1
7/2/18 21:00,10.0,12.2,16.0,8.8,17.3
7/2/18 22:00,8.6,11.9,14.5,8.4,15.8
7/2/18 23:00,8.0,14.8,17.2,7.9,18.4
7/3/18 0:00,8.2,15.3,17.9,7.8,19.2
7/3/18 1:00,6.6,14.0,16.4,6.4,17.6
7/3/18 2:00,6.6,14.0,16.6,6.4,17.9
7/3/18 3:00,6.5,13.7,16.2,6.3,17.5
7/3/18 4:00,8.6,14.8,18.4,7.4,20.0
7/3/18 5:00,10.0,12.7,20.5,8.0,24.8
7/3/18 6:00,15.2,19.6,45.1,16.7,65.1
7/3/18 7:00,53.7,47.2,167.0,47.0,234.8
7/3/18 8:00,104.5,101.3,411.5,118.9,632.3
7/3/18 9:00,100.5,93.3,363.2,97.7,571.8
7/3/18 10:00,92.7,91.8,344.4,88.7,540.7
7/3/18 11:00,70.5,94.2,270.1,51.5,410.9
7/3/18 12:00,31.9,92.7,157.6,25.7,192.0
7/3/18 13:00,105.4,88.6,379.5,96.2,600.2
7/3/18 14:00,79.6,96.2,347.9,98.2,543.3
7/3/18 15:00,86.4,90.2,333.3,90.4,515.3
7/3/18 16:00,49.5,86.0,232.1,58.2,375.3
7/3/18 17:00,23.5,49.0,98.5,26.8,168.0
7/3/18 18:00,25.7,43.1,84.4,29.9,170.8
7/3/18 19:00,25.1,48.8,74.2,19.2,151.8
7/3/18 20:00,21.2,19.4,33.2,14.4,43.5
7/3/18 21:00,10.7,13.7,20.0,10.5,22.5
7/3/18 22:00,9.5,12.9,15.6,9.4,17.0
7/3/18 23:00,9.1,15.8,18.4,9.0,19.8
7/4/18 0:00,9.2,16.2,18.8,9.1,20.2
7/4/18 1:00,9.0,16.1,18.7,9.0,20.1
7/4/18 2:00,9.3,16.4,19.1,9.2,20.5
7/4/18 3:00,9.3,16.5,19.1,9.2,20.4
7/4/18 4:00,11.1,17.1,20.7,9.9,22.1
7/4/18 5:00,11.5,14.5,21.7,9.7,26.1
7/4/18 6:00,13.0,16.7,43.8,16.5,63.9
7/4/18 7:00,53.9,47.1,169.5,47.6,245.4
7/4/18 8:00,100.7,103.5,399.2,115.4,621.4
7/4/18 9:00,89.8,72.7,323.3,89.1,517.9
7/4/18 10:00,82.8,91.5,333.2,88.4,516.8
7/4/18 11:00,62.9,88.0,261.0,55.7,390.5
7/4/18 12:00,34.2,92.0,156.7,28.9,191.4
7/4/18 13:00,104.4,87.6,391.2,115.2,615.2
7/4/18 14:00,72.7,91.6,317.0,86.3,501.9
7/4/18 15:00,82.0,92.4,331.2,84.6,514.4
7/4/18 16:00,41.7,89.1,229.0,54.6,365.4
7/4/18 17:00,24.8,50.9,102.9,25.6,132.9
7/4/18 18:00,23.4,54.6,98.7,26.5,127.1
7/4/18 19:00,18.3,43.6,76.6,24.0,100.5
7/4/18 20:00,12.6,19.4,26.9,11.5,33.9
7/4/18 21:00,11.4,17.7,21.3,11.4,22.9
7/4/18 22:00,9.5,15.8,18.3,9.4,19.7
7/4/18 23:00,8.5,14.8,17.3,8.4,18.6
7/5/18 0:00,8.6,15.5,18.1,8.4,19.4
7/5/18 1:00,8.5,15.6,18.3,8.3,19.4
7/5/18 2:00,8.3,15.6,18.0,8.4,19.3
7/5/18 3:00,8.3,15.3,17.9,8.2,19.1
7/5/18 4:00,9.9,15.9,19.4,8.8,20.7
7/5/18 5:00,10.4,17.2,25.9,9.3,30.8
7/5/18 6:00,14.9,20.0,44.5,15.4,60.4
7/5/18 7:00,52.4,48.9,172.2,45.2,244.6
7/5/18 8:00,98.0,101.7,397.4,109.3,624.0
7/5/18 9:00,89.0,93.6,341.5,87.8,541.3
7/5/18 10:00,80.9,99.3,342.2,90.7,530.3
7/5/18 11:00,64.3,91.2,266.0,54.8,404.5
7/5/18 12:00,34.2,92.6,159.6,26.0,194.1
7/5/18 13:00,101.8,97.5,393.5,113.6,612.1
7/5/18 14:00,69.4,97.5,323.3,86.0,501.7
7/5/18 15:00,85.1,92.3,336.1,87.5,530.1
7/5/18 16:00,45.3,88.5,228.3,56.8,360.8
7/5/18 17:00,26.3,48.0,100.3,26.0,152.8
7/5/18 18:00,24.9,42.8,86.5,26.4,184.0
7/5/18 19:00,22.3,38.5,72.5,22.4,163.2
7/5/18 20:00,18.0,19.9,33.4,11.2,56.6
7/5/18 21:00,17.7,14.7,26.4,10.7,29.8
7/5/18 22:00,17.6,16.7,25.8,12.7,27.5
7/5/18 23:00,12.8,14.9,19.3,10.7,20.9
7/6/18 0:00,10.2,17.1,19.7,10.0,21.1
7/6/18 1:00,10.2,16.7,19.2,10.0,20.8
7/6/18 2:00,10.1,16.9,19.4,9.9,21.0
7/6/18 3:00,9.9,16.6,19.0,9.8,20.5
7/6/18 4:00,11.9,17.2,20.8,10.5,22.6
7/6/18 5:00,12.7,16.8,22.7,10.6,27.1
7/6/18 6:00,17.1,18.9,44.0,16.9,62.6
7/6/18 7:00,53.5,45.4,168.1,47.7,240.5
7/6/18 8:00,95.0,101.2,374.3,103.9,588.9
7/6/18 9:00,76.4,93.8,335.5,90.6,530.9
7/6/18 10:00,80.5,97.5,338.0,90.2,522.0
7/6/18 11:00,60.8,89.5,257.9,52.5,397.7
7/6/18 12:00,32.6,88.1,157.0,24.7,193.3
7/6/18 13:00,100.4,93.1,382.2,105.1,586.5
7/6/18 14:00,68.5,94.6,320.0,85.8,507.2
7/6/18 15:00,73.4,90.2,314.7,81.9,491.8
7/6/18 16:00,46.8,84.6,222.6,56.4,358.8
7/6/18 17:00,26.3,75.7,127.1,26.9,225.2
7/6/18 18:00,31.9,85.3,130.0,32.7,217.6
7/6/18 19:00,26.2,80.3,113.6,30.4,156.7
7/6/18 20:00,20.2,28.0,38.9,18.4,52.7
7/6/18 21:00,17.0,20.3,24.9,16.5,28.7
7/6/18 22:00,14.0,17.4,20.0,13.9,22.1
7/6/18 23:00,12.8,16.5,18.8,12.6,21.1
7/7/18 0:00,11.1,18.3,20.8,10.8,23.1
7/7/18 1:00,11.0,18.1,20.5,10.8,22.8
7/7/18 2:00,10.8,17.4,19.8,10.8,22.0
7/7/18 3:00,10.8,17.5,19.7,10.7,21.9
7/7/18 4:00,11.5,18.3,20.7,11.3,22.9
7/7/18 5:00,11.3,17.1,19.4,11.2,21.6
7/7/18 6:00,8.7,12.1,14.4,8.6,16.6
7/7/18 7:00,8.6,31.3,51.5,8.7,63.0
7/7/18 8:00,6.8,88.4,130.8,9.8,161.5
7/7/18 9:00,7.3,75.0,105.1,10.4,158.1
7/7/18 10:00,13.1,78.9,116.5,11.6,175.3
7/7/18 11:00,11.2,78.6,107.3,9.0,168.5
7/7/18 12:00,10.6,74.8,86.7,7.8,145.7
7/7/18 13:00,11.2,76.0,109.4,8.5,166.9
7/7/18 14:00,10.4,73.7,106.6,8.7,163.7
7/7/18 15:00,12.1,77.0,114.3,11.2,159.1
7/7/18 16:00,10.9,58.3,79.4,7.5,123.0
7/7/18 17:00,16.8,14.6,27.8,7.2,55.1
7/7/18 18:00,18.6,13.8,25.0,9.6,31.6
7/7/18 19:00,15.2,14.0,21.3,10.0,27.9
7/7/18 20:00,11.6,14.5,17.5,10.7,21.1
7/7/18 21:00,10.9,14.5,16.9,10.7,18.7
7/7/18 22:00,10.5,13.9,16.3,10.2,18.0
7/7/18 23:00,9.0,12.9,15.2,8.9,16.9
7/8/18 0:00,9.1,16.3,18.6,9.0,20.3
7/8/18 1:00,8.9,15.6,18.0,8.7,19.7
7/8/18 2:00,8.7,15.4,17.6,8.6,19.2
7/8/18 3:00,8.8,15.5,17.8,8.7,19.5
7/8/18 4:00,9.5,16.1,18.6,9.4,20.3
7/8/18 5:00,9.0,15.0,17.5,8.8,19.2
7/8/18 6:00,7.2,10.6,14.8,7.0,16.4
7/8/18 7:00,6.4,9.8,14.1,6.2,15.4
7/8/18 8:00,6.2,9.6,12.9,5.9,15.9
7/8/18 9:00,10.2,9.7,16.1,6.0,20.6
7/8/18 10:00,14.0,10.0,20.0,6.2,26.1
7/8/18 11:00,14.9,10.2,22.3,6.3,28.6
7/8/18 12:00,14.7,14.9,27.1,6.5,33.4
7/8/18 13:00,14.9,14.8,27.2,6.2,33.2
7/8/18 14:00,14.4,14.9,27.0,6.2,33.2
7/8/18 15:00,14.6,14.8,27.9,6.2,34.1
7/8/18 16:00,16.9,17.2,29.6,8.7,34.8
7/8/18 17:00,17.2,17.2,28.5,9.1,33.0
7/8/18 18:00,18.9,15.4,25.9,10.6,27.1
7/8/18 19:00,18.6,15.5,25.1,11.2,26.4
7/8/18 20:00,18.2,15.4,24.9,11.3,26.2
7/8/18 21:00,15.5,13.0,22.0,9.1,23.2
7/8/18 22:00,9.5,13.4,16.0,9.3,17.2
7/8/18 23:00,8.8,12.9,15.3,8.6,16.5
7/9/18 0:00,8.4,15.6,17.9,8.4,19.1
7/9/18 1:00,8.5,15.3,17.7,8.3,18.9
7/9/18 2:00,8.4,15.2,17.4,8.2,18.6
7/9/18 3:00,8.4,15.2,17.5,8.4,18.7
7/9/18 4:00,10.6,16.7,20.1,9.4,21.2
7/9/18 5:00,11.4,15.8,23.7,9.4,26.8
7/9/18 6:00,15.3,15.8,42.3,18.8,64.2
7/9/18 7:00,52.4,44.5,165.4,46.2,245.5
7/9/18 8:00,118.7,103.8,442.2,124.6,670.7
7/9/18 9:00,103.9,104.8,391.9,105.0,606.5
7/9/18 10:00,102.6,104.8,381.8,100.6,589.2
7/9/18 11:00,76.7,99.5,298.2,65.0,447.1
7/9/18 12:00,34.3,97.6,164.6,26.4,197.9
7/9/18 13:00,114.1,97.3,415.4,116.4,640.0
7/9/18 14:00,92.0,99.1,366.9,99.9,570.9
7/9/18 15:00,74.9,96.1,337.8,95.5,536.5
7/9/18 16:00,50.0,93.8,238.4,60.6,386.3
7/9/18 17:00,25.2,79.1,126.5,27.2,184.2
7/9/18 18:00,20.3,76.5,115.6,25.1,167.9
7/9/18 19:00,19.5,71.4,100.1,18.3,145.0
7/9/18 20:00,20.0,17.5,35.5,10.1,43.5
7/9/18 21:00,11.3,12.4,18.4,8.8,19.8
7/9/18 22:00,7.9,11.2,13.8,7.7,15.1
7/9/18 23:00,7.2,11.0,13.3,7.1,14.7
7/10/18 0:00,7.5,14.5,17.2,7.2,18.5
7/10/18 1:00,7.3,14.4,17.0,7.1,18.2
7/10/18 2:00,7.2,14.2,16.5,7.0,17.8
7/10/18 3:00,7.3,14.3,16.9,7.0,18.3
7/10/18 4:00,9.3,15.3,18.8,8.1,20.3
7/10/18 5:00,9.3,12.3,19.6,6.1,24.6
7/10/18 6:00,16.4,15.8,44.6,15.8,63.6
7/10/18 7:00,51.1,44.1,160.9,45.2,236.8
7/10/18 8:00,83.2,100.2,361.9,103.0,569.2
7/10/18 9:00,84.1,94.1,338.0,94.8,528.1
7/10/18 10:00,81.4,95.9,334.9,93.1,520.9
7/10/18 11:00,64.1,95.6,266.0,56.2,404.2
7/10/18 12:00,33.2,93.3,159.3,26.7,195.8
7/10/18 13:00,100.2,92.4,387.8,111.2,607.6
7/10/18 14:00,82.2,96.1,342.2,94.5,537.7
7/10/18 15:00,82.6,90.5,331.4,89.7,523.1
7/10/18 16:00,51.3,88.3,228.8,56.0,368.0
7/10/18 17:00,25.7,79.1,131.6,26.7,187.9
7/10/18 18:00,24.0,78.3,118.4,23.2,181.3
7/10/18 19:00,24.0,76.3,111.0,21.6,169.3
7/10/18 20:00,20.5,18.0,34.9,11.3,41.2
7/10/18 21:00,12.9,13.5,20.3,9.7,23.2
7/10/18 22:00,9.1,11.7,15.0,8.1,16.5
7/10/18 23:00,7.8,11.2,13.8,7.6,15.0
7/11/18 0:00,7.5,14.4,16.9,7.3,18.1
7/11/18 1:00,7.4,14.3,16.7,7.3,18.0
7/11/18 2:00,7.5,14.3,16.9,7.4,18.2
7/11/18 3:00,7.4,14.4,16.7,7.3,18.0
7/11/18 4:00,9.6,15.2,18.7,8.4,20.0
7/11/18 5:00,11.3,15.8,23.3,9.4,27.0
7/11/18 6:00,16.4,14.9,41.2,16.2,60.6
7/11/18 7:00,52.4,45.1,165.0,45.5,243.5
7/11/18 8:00,81.4,99.6,355.8,99.9,559.0
7/11/18 9:00,75.2,87.1,317.6,85.6,494.0
7/11/18 10:00,75.0,89.0,316.5,82.3,509.2
7/11/18 11:00,57.2,88.3,258.7,55.9,388.4
7/11/18 12:00,31.6,88.5,155.5,25.9,191.4
7/11/18 13:00,92.4,88.0,361.6,101.1,565.1
7/11/18 14:00,72.3,88.1,314.4,83.5,498.8
7/11/18 15:00,74.6,86.0,312.2,83.2,487.3
7/11/18 16:00,46.4,85.1,223.5,52.1,355.4
7/11/18 17:00,26.5,71.4,122.5,24.6,174.2
7/11/18 18:00,22.0,73.0,111.8,24.8,197.7
7/11/18 19:00,18.0,70.1,91.1,16.5,172.4
7/11/18 20:00,15.2,18.7,30.6,12.2,88.0
7/11/18 21:00,13.9,15.2,22.1,10.9,35.8
7/11/18 22:00,9.9,13.3,15.7,9.8,17.0
7/11/18 23:00,8.9,12.4,14.9,8.9,16.0
7/12/18 0:00,8.7,14.6,17.1,8.5,18.4
7/12/18 1:00,8.7,14.1,16.6,8.5,17.9
7/12/18 2:00,8.6,14.2,16.7,8.5,18.0
7/12/18 3:00,8.5,13.7,16.1,8.4,17.3
7/12/18 4:00,10.8,14.5,18.2,9.5,19.4
7/12/18 5:00,11.6,14.4,21.4,9.3,24.7
7/12/18 6:00,16.0,13.0,39.6,14.1,58.0
7/12/18 7:00,49.6,44.2,161.2,44.9,232.9
7/12/18 8:00,73.3,97.4,340.0,97.2,536.0
7/12/18 9:00,73.5,89.3,317.8,86.7,487.7
7/12/18 10:00,72.9,90.6,314.1,84.3,483.6
7/12/18 11:00,57.6,91.8,254.4,53.6,379.0
7/12/18 12:00,30.7,90.6,155.1,25.0,188.7
7/12/18 13:00,89.2,86.6,358.2,103.0,566.7
7/12/18 14:00,74.9,92.3,320.8,85.7,501.5
7/12/18 15:00,68.5,92.8,308.9,86.9,484.8
7/12/18 16:00,44.8,84.4,219.6,57.7,346.5
7/12/18 17:00,30.9,71.4,123.4,30.6,153.2
7/12/18 18:00,29.2,52.0,95.5,30.4,123.4
7/12/18 19:00,26.3,50.8,87.3,27.8,109.1
7/12/18 20:00,20.2,37.9,51.1,14.9,57.2
7/12/18 21:00,16.8,38.0,45.5,13.9,48.5
7/12/18 22:00,8.9,33.1,36.9,8.7,38.6
7/12/18 23:00,8.6,30.0,33.4,8.5,35.0
7/13/18 0:00,8.3,33.2,35.7,8.2,37.3
7/13/18 1:00,8.0,30.3,32.7,8.0,34.2
7/13/18 2:00,8.1,29.7,32.2,8.1,33.6
7/13/18 3:00,8.1,30.8,33.4,8.0,34.9
7/13/18 4:00,9.9,31.2,34.6,8.9,36.3
7/13/18 5:00,11.6,30.3,38.5,9.5,42.5
7/13/18 6:00,18.5,31.5,59.6,17.5,77.5
7/13/18 7:00,50.3,48.9,163.8,46.3,239.9
7/13/18 8:00,78.8,81.8,329.5,98.1,534.7
7/13/18 9:00,77.5,91.7,321.1,82.9,502.4
7/13/18 10:00,70.6,84.3,294.5,70.3,478.2
7/13/18 11:00,58.0,88.9,245.3,49.5,377.1
7/13/18 12:00,30.3,90.1,154.5,25.2,191.2
7/13/18 13:00,88.3,88.7,344.8,86.2,551.7
7/13/18 14:00,76.9,89.2,310.6,74.7,493.9
7/13/18 15:00,74.4,89.1,321.3,90.2,498.6
7/13/18 16:00,43.3,88.2,222.5,55.6,355.8
7/13/18 17:00,27.1,80.5,131.9,27.1,185.0
7/13/18 18:00,24.8,77.4,118.4,27.6,173.5
7/13/18 19:00,12.8,75.9,93.6,16.1,141.1
7/13/18 20:00,10.1,16.0,24.3,10.0,34.7
7/13/18 21:00,8.8,12.1,16.0,8.5,17.9
7/13/18 22:00,8.1,11.7,14.0,8.1,15.9
7/13/18 23:00,8.3,12.0,14.3,8.2,15.6
7/14/18 0:00,8.0,13.3,15.7,7.9,16.9
7/14/18 1:00,6.6,11.8,14.2,6.5,15.3
7/14/18 2:00,6.8,12.0,14.5,6.6,15.8
7/14/18 3:00,6.8,11.5,14.0,6.5,15.2
7/14/18 4:00,7.2,11.7,14.1,7.1,15.3
7/14/18 5:00,6.1,10.0,12.4,5.9,13.7
7/14/18 6:00,5.3,8.6,10.8,5.2,12.0
7/14/18 7:00,4.6,23.9,26.8,4.8,28.0
7/14/18 8:00,5.2,85.9,108.7,7.8,109.9
7/14/18 9:00,5.9,74.8,107.4,10.1,120.2
7/14/18 10:00,5.9,69.7,102.0,10.8,127.0
7/14/18 11:00,5.5,73.3,106.4,11.8,129.4
7/14/18 12:00,6.6,29.3,47.1,11.6,57.9
7/14/18 13:00,6.1,12.5,47.3,11.1,66.9
7/14/18 14:00,6.2,12.9,46.8,11.5,59.6
7/14/18 15:00,8.8,13.8,46.6,10.1,58.6
7/14/18 16:00,9.5,14.3,33.4,7.1,44.9
7/14/18 17:00,10.0,14.2,20.4,6.9,24.7
7/14/18 18:00,11.8,13.5,17.8,9.7,19.8
7/14/18 19:00,12.4,14.1,18.4,10.2,19.5
7/14/18 20:00,11.6,13.4,17.8,9.6,19.1
7/14/18 21:00,10.3,12.1,16.2,8.3,17.5
7/14/18 22:00,8.6,12.3,14.6,8.5,15.9
7/14/18 23:00,8.0,11.9,14.3,7.9,15.4
7/15/18 0:00,7.2,12.2,14.5,7.2,15.9
7/15/18 1:00,7.4,12.2,14.5,7.2,15.7
7/15/18 2:00,4.5,9.3,11.6,4.4,12.8
7/15/18 3:00,5.1,9.5,11.7,5.0,12.9
7/15/18 4:00,5.7,9.6,12.0,5.7,13.1
7/15/18 5:00,5.4,9.4,12.8,5.3,14.0
7/15/18 6:00,5.1,8.8,13.1,5.1,14.4
7/15/18 7:00,5.2,9.0,14.1,5.1,16.9
7/15/18 8:00,5.9,9.7,12.1,5.8,13.3
7/15/18 9:00,6.2,9.6,12.8,5.6,14.8
7/15/18 10:00,12.3,10.1,19.1,6.1,23.1
7/15/18 11:00,15.9,12.1,22.9,7.8,26.9
7/15/18 12:00,14.8,14.0,26.4,6.6,35.3
7/15/18 13:00,14.6,14.2,28.1,6.7,38.0
7/15/18 14:00,15.0,14.7,28.6,7.1,38.5
7/15/18 15:00,17.1,16.4,30.0,8.9,39.6
7/15/18 16:00,16.9,16.1,27.7,8.7,31.7
7/15/18 17:00,15.4,16.0,25.0,8.6,29.0
7/15/18 18:00,14.1,15.2,21.0,10.4,22.8
7/15/18 19:00,9.0,11.9,15.5,7.7,16.8
7/15/18 20:00,7.7,11.6,13.8,7.7,15.3
7/15/18 21:00,7.2,11.0,13.4,7.1,14.8
7/15/18 22:00,7.1,11.1,13.3,7.0,14.8
7/15/18 23:00,5.4,9.7,12.0,5.4,13.1
7/16/18 0:00,5.2,10.2,12.6,5.0,13.9
7/16/18 1:00,5.3,10.1,12.4,5.1,13.6
7/16/18 2:00,5.3,10.2,12.6,5.1,13.8
7/16/18 3:00,5.5,10.3,12.5,5.5,13.7
7/16/18 4:00,7.9,11.8,15.1,6.8,16.3
7/16/18 5:00,9.1,11.7,20.3,7.1,24.2
7/16/18 6:00,11.2,14.4,37.0,15.7,58.2
7/16/18 7:00,50.7,44.0,159.8,45.8,238.9
7/16/18 8:00,116.0,104.0,426.4,120.9,649.7
7/16/18 9:00,103.3,106.3,381.3,100.8,590.0
7/16/18 10:00,95.7,102.0,371.9,100.5,580.5
7/16/18 11:00,68.3,94.8,279.2,62.8,425.1
7/16/18 12:00,31.9,95.3,156.5,27.5,193.0
7/16/18 13:00,108.5,93.2,398.5,115.2,624.7
7/16/18 14:00,85.1,94.9,342.8,95.1,534.8
7/16/18 15:00,81.4,93.2,329.0,88.9,516.8
7/16/18 16:00,55.0,94.4,233.5,62.3,364.1
7/16/18 17:00,28.2,35.3,82.5,30.8,155.6
7/16/18 18:00,26.6,21.2,63.0,29.9,114.0
7/16/18 19:00,23.9,18.0,52.0,27.6,77.3
7/16/18 20:00,22.9,17.7,36.0,16.1,41.7
7/16/18 21:00,13.8,16.5,21.6,12.5,23.8
7/16/18 22:00,10.5,14.3,16.7,10.4,18.1
7/16/18 23:00,9.4,13.3,15.7,9.3,17.0
7/17/18 0:00,9.3,14.0,16.4,9.1,17.6
7/17/18 1:00,9.0,13.7,16.2,8.8,17.5
7/17/18 2:00,8.9,13.5,15.8,8.7,17.2
7/17/18 3:00,8.1,12.6,15.1,7.9,16.3
7/17/18 4:00,9.8,13.4,16.7,8.7,17.9
7/17/18 5:00,13.2,16.1,23.6,11.3,27.0
7/17/18 6:00,15.9,16.0,42.2,15.0,61.6
7/17/18 7:00,52.6,44.6,161.2,44.3,235.9
7/17/18 8:00,84.6,100.8,355.9,101.1,549.1
7/17/18 9:00,80.6,91.8,318.1,87.3,492.9
7/17/18 10:00,74.6,90.9,310.3,84.9,474.3
7/17/18 11:00,61.4,90.1,256.8,55.4,376.5
7/17/18 12:00,30.8,88.2,150.3,24.7,185.7
7/17/18 13:00,86.2,86.9,344.0,97.4,526.9
7/17/18 14:00,69.2,86.5,300.9,81.6,457.7
7/17/18 15:00,70.9,86.3,299.9,79.5,451.9
7/17/18 16:00,43.3,83.7,213.6,55.4,321.6
7/17/18 17:00,24.8,58.4,111.0,28.0,141.8
7/17/18 18:00,22.0,58.5,100.4,26.3,129.2
7/17/18 19:00,16.5,57.1,88.7,23.5,111.3
7/17/18 20:00,13.4,45.3,56.7,12.0,60.8
7/17/18 21:00,9.7,10.6,16.8,6.9,18.2
7/17/18 22:00,9.0,9.9,14.8,6.5,16.1
7/17/18 23:00,7.8,10.1,13.9,6.3,15.2
7/18/18 0:00,6.4,10.8,13.2,6.4,14.4
7/18/18 1:00,6.4,11.2,13.5,6.2,14.7
7/18/18 2:00,6.5,10.7,13.3,6.4,14.6
7/18/18 3:00,6.2,10.5,12.9,6.0,14.2
7/18/18 4:00,8.1,11.3,15.0,6.7,16.2
7/18/18 5:00,8.3,10.4,17.3,7.0,19.9
7/18/18 6:00,13.3,13.9,39.1,14.4,59.3
7/18/18 7:00,52.3,47.3,164.5,44.9,241.0
7/18/18 8:00,79.1,100.1,346.0,95.3,543.3
7/18/18 9:00,78.9,90.1,319.5,84.9,504.1
7/18/18 10:00,68.7,86.6,301.4,78.7,458.6
7/18/18 11:00,58.8,87.3,250.7,51.4,366.6
7/18/18 12:00,30.4,84.6,149.8,24.8,186.3
7/18/18 13:00,87.8,88.0,347.0,95.8,541.4
7/18/18 14:00,75.9,90.1,316.9,85.0,497.6
7/18/18 15:00,81.4,92.1,326.2,83.5,499.8
7/18/18 16:00,45.3,85.9,219.5,50.9,341.3
7/18/18 17:00,23.9,79.3,128.7,25.1,194.5
7/18/18 18:00,21.6,72.7,112.4,25.5,177.7
7/18/18 19:00,20.6,74.9,106.4,21.3,166.9
7/18/18 20:00,18.3,17.2,33.5,10.6,45.4
7/18/18 21:00,17.0,12.5,23.6,9.0,24.8
7/18/18 22:00,14.0,12.6,19.9,9.1,21.1
7/18/18 23:00,9.2,11.3,15.0,7.8,16.4
7/19/18 0:00,8.0,12.0,14.6,7.5,15.9
7/19/18 1:00,7.7,12.0,14.4,7.5,15.6
7/19/18 2:00,7.5,12.0,14.5,7.5,15.7
7/19/18 3:00,7.5,11.7,14.0,7.4,15.3
7/19/18 4:00,9.5,13.0,16.3,8.4,17.6
7/19/18 5:00,11.9,14.7,23.3,10.4,26.6
7/19/18 6:00,16.1,15.9,44.3,17.4,61.1
7/19/18 7:00,48.4,43.2,158.1,44.9,227.5
7/19/18 8:00,72.4,95.6,331.5,94.7,516.7
7/19/18 9:00,74.3,85.3,307.9,83.5,475.1
7/19/18 10:00,71.8,88.7,305.3,79.6,468.4
7/19/18 11:00,59.3,89.8,254.9,52.3,385.7
7/19/18 12:00,29.7,85.4,150.2,24.2,185.0
7/19/18 13:00,88.1,87.4,346.9,95.8,545.4
7/19/18 14:00,75.2,87.4,313.8,81.4,505.9
7/19/18 15:00,73.7,90.3,312.2,79.8,486.7
7/19/18 16:00,46.3,83.5,217.2,49.1,339.3
7/19/18 17:00,22.8,77.4,127.4,22.2,159.7
7/19/18 18:00,21.6,76.6,113.6,25.5,143.8
7/19/18 19:00,18.3,27.6,54.1,23.1,79.8
7/19/18 20:00,14.0,17.2,24.5,13.8,32.9
7/19/18 21:00,13.1,16.8,21.6,13.0,24.2
7/19/18 22:00,9.2,12.8,16.8,9.0,19.2
7/19/18 23:00,9.0,12.7,15.3,8.9,16.7
7/20/18 0:00,9.0,13.7,16.2,8.9,17.6
7/20/18 1:00,8.9,13.7,16.2,8.8,17.6
7/20/18 2:00,9.0,13.6,16.0,8.9,17.4
7/20/18 3:00,9.0,13.5,16.0,9.0,17.2
7/20/18 4:00,10.8,14.4,17.9,9.8,19.6
7/20/18 5:00,12.3,15.3,24.2,11.0,28.2
7/20/18 6:00,16.7,18.2,42.4,18.4,58.9
7/20/18 7:00,54.2,48.8,167.3,49.4,240.5
7/20/18 8:00,84.4,98.6,352.1,101.2,550.8
