,CHAM1,CHAM2,CHAM3,CHAM4,CHAM5
4/4/19 8:00,89.5,97.2,369.0,91.6,577.7
4/4/19 9:00,84.8,102.6,342.3,74.0,527.4
4/4/19 10:00,80.8,102.8,332.7,73.0,516.0
4/4/19 11:00,65.8,96.0,268.9,44.4,411.4
4/4/19 12:00,23.9,95.6,142.2,13.6,177.4
4/4/19 13:00,94.8,93.9,369.2,86.1,580.6
4/4/19 14:00,85.9,95.7,332.2,70.8,530.1
4/4/19 15:00,81.8,91.6,319.5,69.9,511.9
4/4/19 16:00,54.2,89.1,233.7,43.1,376.5
4/4/19 17:00,25.8,28.8,70.3,16.2,103.3
4/4/19 18:00,26.1,21.6,51.7,10.6,82.5
4/4/19 19:00,21.1,17.3,40.1,9.6,64.2
4/4/19 20:00,18.8,17.2,33.2,9.6,45.1
4/4/19 21:00,19.3,17.9,32.3,10.3,39.4
4/4/19 22:00,17.5,18.9,28.5,11.2,30.4
4/4/19 23:00,11.1,17.2,20.8,10.6,22.9
4/5/19 0:00,10.5,14.0,17.1,10.4,19.1
4/5/19 1:00,10.3,13.9,17.0,10.2,19.0
4/5/19 2:00,10.4,14.0,17.2,10.4,19.3
4/5/19 3:00,10.4,14.1,17.1,10.4,19.0
4/5/19 4:00,11.1,14.6,17.7,11.0,19.6
4/5/19 5:00,11.9,16.1,21.9,10.7,26.6
4/5/19 6:00,17.5,16.8,38.9,11.7,55.0
4/5/19 7:00,40.6,20.5,109.2,30.4,180.5
4/5/19 8:00,91.5,97.2,364.8,85.4,575.3
4/5/19 9:00,84.7,104.2,341.3,73.4,524.3
4/5/19 10:00,82.1,102.8,336.0,74.4,515.5
4/5/19 11:00,66.9,97.6,268.2,43.5,407.3
4/5/19 12:00,23.8,97.2,143.5,14.0,176.6
4/5/19 13:00,91.1,95.0,360.6,86.7,558.9
4/5/19 14:00,82.4,99.0,332.1,73.3,515.8
4/5/19 15:00,81.0,92.2,322.6,72.1,503.9
4/5/19 16:00,51.8,93.0,234.4,44.9,373.7
4/5/19 17:00,22.6,31.3,68.2,13.9,100.3
4/5/19 18:00,21.2,20.4,45.1,10.6,74.0
4/5/19 19:00,14.6,18.8,34.3,11.1,54.8
4/5/19 20:00,11.7,19.2,27.3,11.6,37.2
4/5/19 21:00,10.1,17.8,23.0,10.0,30.7
4/5/19 22:00,9.9,17.5,20.9,9.6,24.2
4/5/19 23:00,9.3,14.4,17.5,9.0,19.0
4/6/19 0:00,9.2,12.6,15.4,8.8,16.9
4/6/19 1:00,8.7,12.2,14.8,8.4,16.3
4/6/19 2:00,8.7,12.3,15.0,8.5,16.4
4/6/19 3:00,8.8,12.5,15.1,8.6,16.6
4/6/19 4:00,9.2,12.8,15.5,9.0,16.9
4/6/19 5:00,9.1,14.5,17.2,8.8,18.6
4/6/19 6:00,5.7,12.4,15.0,5.6,16.5
4/6/19 7:00,5.1,11.7,14.4,4.8,16.2
4/6/19 8:00,10.2,12.4,21.7,5.4,25.8
4/6/19 9:00,13.9,14.4,26.3,7.3,31.0
4/6/19 10:00,16.7,14.1,29.3,6.8,43.7
4/6/19 11:00,15.6,11.7,26.6,6.2,42.6
4/6/19 12:00,15.9,10.1,25.3,6.0,41.5
4/6/19 13:00,17.7,10.2,27.3,6.2,43.8
4/6/19 14:00,18.5,10.3,28.0,6.1,44.2
4/6/19 15:00,18.9,10.3,28.5,6.2,36.9
4/6/19 16:00,15.8,10.9,25.6,7.0,31.3
4/6/19 17:00,11.6,13.8,22.2,7.4,25.0
4/6/19 18:00,11.6,17.1,22.3,9.2,23.9
4/6/19 19:00,11.6,17.2,22.2,9.4,23.6
4/6/19 20:00,11.5,17.0,22.1,9.3,23.6
4/6/19 21:00,10.2,15.8,20.8,8.0,22.4
4/6/19 22:00,10.0,15.7,20.5,7.7,22.0
4/6/19 23:00,8.6,12.7,16.6,7.1,18.0
4/7/19 0:00,7.4,10.9,13.6,7.1,15.0
4/7/19 1:00,7.4,10.8,13.6,7.1,15.1
4/7/19 2:00,7.2,10.7,13.4,6.9,14.8
4/7/19 3:00,7.2,10.7,13.4,6.8,14.8
4/7/19 4:00,7.8,11.3,14.0,7.6,15.6
4/7/19 5:00,8.2,13.9,16.6,8.0,18.1
4/7/19 6:00,7.3,14.0,16.5,7.0,17.9
4/7/19 7:00,10.1,14.2,20.3,7.3,21.9
4/7/19 8:00,9.1,14.2,20.3,7.6,21.8
4/7/19 9:00,7.0,14.0,18.2,7.0,19.7
4/7/19 10:00,6.6,13.7,17.9,6.2,19.4
4/7/19 11:00,6.6,11.9,15.9,6.3,17.4
4/7/19 12:00,8.1,10.1,15.9,6.1,17.7
4/7/19 13:00,8.2,10.2,15.8,6.0,17.6
4/7/19 14:00,8.0,10.3,15.7,6.0,17.2
4/7/19 15:00,12.1,10.2,19.6,6.1,21.0
4/7/19 16:00,12.6,10.8,19.8,6.8,21.4
4/7/19 17:00,13.3,14.1,22.2,7.5,23.7
4/7/19 18:00,15.6,17.5,26.0,9.5,27.5
4/7/19 19:00,16.1,17.7,26.4,9.6,27.9
4/7/19 20:00,14.8,16.3,25.2,8.4,26.7
4/7/19 21:00,10.4,14.3,20.7,6.5,22.1
4/7/19 22:00,6.6,13.9,16.4,6.4,17.9
4/7/19 23:00,6.6,11.7,14.5,6.2,16.1
4/8/19 0:00,6.5,9.7,12.6,6.3,14.0
4/8/19 1:00,6.6,9.8,12.7,6.3,14.1
4/8/19 2:00,6.5,9.8,12.6,6.2,14.2
4/8/19 3:00,6.4,9.8,12.5,6.3,14.0
4/8/19 4:00,7.1,10.4,13.3,6.8,14.8
4/8/19 5:00,7.1,12.4,17.6,6.8,20.6
4/8/19 6:00,6.1,12.5,22.7,6.0,36.9
4/8/19 7:00,6.1,12.5,43.2,5.8,85.2
4/8/19 8:00,7.1,12.7,126.5,5.9,243.2
4/8/19 9:00,6.1,12.7,107.8,6.9,224.9
4/8/19 10:00,6.5,13.3,104.6,7.6,217.3
4/8/19 11:00,7.0,11.8,86.0,7.3,167.2
4/8/19 12:00,8.3,10.3,28.5,6.7,50.4
4/8/19 13:00,8.9,9.8,113.7,6.5,231.7
4/8/19 14:00,4.8,6.8,92.1,4.5,203.4
4/8/19 15:00,9.4,11.4,97.6,6.3,211.0
4/8/19 16:00,10.2,11.0,66.1,6.9,163.3
4/8/19 17:00,10.2,11.1,29.5,7.1,44.4
4/8/19 18:00,11.9,16.4,31.2,8.2,45.6
4/8/19 19:00,12.7,16.4,30.3,8.5,41.0
4/8/19 20:00,11.2,16.2,24.5,8.3,30.7
4/8/19 21:00,7.3,14.9,20.1,7.1,24.5
4/8/19 22:00,7.3,14.9,18.2,7.0,19.5
4/8/19 23:00,6.6,14.1,16.9,6.3,18.1
4/9/19 0:00,6.5,10.2,13.1,6.3,14.4
4/9/19 1:00,6.5,10.0,12.8,6.4,14.2
4/9/19 2:00,6.6,10.0,12.8,6.4,14.2
4/9/19 3:00,6.6,10.0,12.7,6.3,13.9
4/9/19 4:00,7.1,10.6,13.4,7.0,14.8
4/9/19 5:00,8.6,10.8,15.1,7.0,19.4
4/9/19 6:00,12.2,13.5,29.2,13.0,48.9
4/9/19 7:00,37.6,17.8,85.4,35.9,153.8
4/9/19 8:00,119.0,100.8,347.3,131.3,578.6
4/9/19 9:00,108.3,105.8,336.6,126.3,553.8
4/9/19 10:00,103.6,104.4,322.7,118.7,532.1
4/9/19 11:00,80.8,108.9,259.9,74.1,418.7
4/9/19 12:00,24.0,100.0,143.4,24.8,177.8
4/9/19 13:00,113.8,100.5,334.2,127.5,558.9
4/9/19 14:00,106.8,105.1,324.1,120.6,532.2
4/9/19 15:00,103.0,102.4,306.8,110.9,509.4
4/9/19 16:00,65.9,108.1,239.7,76.1,393.5
4/9/19 17:00,25.0,34.2,71.6,27.7,102.9
4/9/19 18:00,24.0,23.7,55.9,28.3,84.6
4/9/19 19:00,19.3,19.9,40.8,22.9,64.1
4/9/19 20:00,16.0,19.9,27.7,13.2,39.0
4/9/19 21:00,14.2,18.7,24.6,11.0,28.6
4/9/19 22:00,14.0,18.6,24.5,10.8,26.1
4/9/19 23:00,13.0,17.7,23.2,10.2,24.9
4/10/19 0:00,9.2,13.1,15.9,9.0,17.5
4/10/19 1:00,9.0,12.4,15.3,8.8,16.9
4/10/19 2:00,9.0,12.4,15.3,8.9,17.0
4/10/19 3:00,8.9,12.3,15.1,8.7,16.7
4/10/19 4:00,9.3,12.8,15.5,9.2,17.3
4/10/19 5:00,10.8,13.0,18.6,9.1,22.2
4/10/19 6:00,12.9,12.6,39.5,11.8,56.2
4/10/19 7:00,38.7,20.9,117.8,38.0,187.9
4/10/19 8:00,113.0,104.1,449.0,129.0,679.5
4/10/19 9:00,97.5,110.9,411.4,116.8,630.3
4/10/19 10:00,96.6,105.8,399.3,111.6,609.8
4/10/19 11:00,77.6,108.3,320.2,67.5,479.9
4/10/19 12:00,23.9,110.3,166.1,23.1,199.2
4/10/19 13:00,104.9,100.8,417.1,116.1,639.2
4/10/19 14:00,95.7,106.4,389.8,105.8,594.6
4/10/19 15:00,94.7,107.4,375.2,103.2,572.8
4/10/19 16:00,61.1,106.0,272.7,69.9,419.0
4/10/19 17:00,23.4,34.4,82.5,25.8,113.8
4/10/19 18:00,20.9,21.2,62.8,26.4,90.4
4/10/19 19:00,17.1,16.3,49.0,20.7,69.1
4/10/19 20:00,15.9,16.7,31.6,9.6,38.1
4/10/19 21:00,11.9,15.9,24.7,8.0,27.3
4/10/19 22:00,8.1,15.4,20.0,7.6,21.7
4/10/19 23:00,6.9,14.4,17.3,6.7,19.0
4/11/19 0:00,6.8,10.3,13.2,6.6,14.8
4/11/19 1:00,5.6,9.1,11.9,5.4,13.5
4/11/19 2:00,4.9,8.0,11.0,4.6,12.7
4/11/19 3:00,5.0,8.3,11.2,4.9,12.9
4/11/19 4:00,5.6,8.8,11.7,5.4,13.5
4/11/19 5:00,6.8,9.0,14.5,5.6,18.3
4/11/19 6:00,12.6,11.7,40.4,11.2,58.6
4/11/19 7:00,37.3,17.9,118.7,39.5,190.3
4/11/19 8:00,104.8,99.3,419.2,121.7,642.3
4/11/19 9:00,95.2,103.6,384.8,103.4,583.2
4/11/19 10:00,94.7,104.2,375.8,100.0,571.4
4/11/19 11:00,75.2,108.0,311.9,65.6,463.4
4/11/19 12:00,21.4,101.8,156.1,23.8,191.9
4/11/19 13:00,100.7,96.7,406.1,113.7,625.8
4/11/19 14:00,91.4,109.1,381.1,103.3,587.6
4/11/19 15:00,90.9,104.2,367.5,101.6,569.8
4/11/19 16:00,57.7,102.0,267.9,66.0,411.1
4/11/19 17:00,21.4,28.4,76.6,21.9,107.0
4/11/19 18:00,22.2,21.1,61.3,24.7,80.4
4/11/19 19:00,14.4,21.5,43.7,19.3,56.6
4/11/19 20:00,11.1,20.2,27.5,9.8,37.1
4/11/19 21:00,8.5,18.7,23.6,8.2,29.5
4/11/19 22:00,7.7,17.7,20.7,7.4,22.2
4/11/19 23:00,7.2,17.2,19.8,7.0,21.4
4/12/19 0:00,6.9,16.5,18.9,6.7,20.4
4/12/19 1:00,8.2,18.1,20.6,8.0,22.1
4/12/19 2:00,8.0,18.0,20.6,7.9,22.2
4/12/19 3:00,7.8,17.9,20.3,7.7,21.9
4/12/19 4:00,8.7,18.9,21.5,8.5,23.1
4/12/19 5:00,8.7,19.2,23.4,8.5,26.8
4/12/19 6:00,4.7,14.4,25.6,4.5,36.7
4/12/19 7:00,7.4,17.8,47.9,7.3,90.3
4/12/19 8:00,8.1,17.8,115.5,8.4,224.3
4/12/19 9:00,7.5,17.4,104.4,8.6,201.5
4/12/19 10:00,6.6,15.5,101.6,6.6,195.6
4/12/19 11:00,7.5,15.5,85.8,6.6,154.4
4/12/19 12:00,9.7,11.9,31.7,5.6,49.6
4/12/19 13:00,10.6,12.5,112.0,5.8,214.8
4/12/19 14:00,11.2,12.7,103.0,5.8,202.7
4/12/19 15:00,11.1,13.3,102.9,6.0,201.7
4/12/19 16:00,11.4,13.9,71.9,6.8,162.6
4/12/19 17:00,9.3,9.8,28.7,4.5,44.3
4/12/19 18:00,14.7,17.4,33.7,10.0,48.3
4/12/19 19:00,17.2,19.7,36.0,12.1,47.7
4/12/19 20:00,16.6,19.7,31.3,12.1,39.9
4/12/19 21:00,13.8,18.4,26.2,10.8,33.8
4/12/19 22:00,10.9,15.6,21.4,8.1,24.7
4/12/19 23:00,8.3,14.8,18.4,7.3,19.8
4/13/19 0:00,7.9,12.0,14.4,7.8,16.0
4/13/19 1:00,8.0,11.2,13.6,7.8,15.1
4/13/19 2:00,8.0,11.2,13.6,7.8,15.0
4/13/19 3:00,8.2,11.4,13.9,8.0,15.3
4/13/19 4:00,9.0,12.1,14.7,8.7,16.2
4/13/19 5:00,9.0,12.1,14.7,8.7,16.2
4/13/19 6:00,6.0,12.3,14.8,5.7,16.3
4/13/19 7:00,5.7,12.1,14.6,5.4,16.2
4/13/19 8:00,5.8,12.3,17.0,5.6,18.3
4/13/19 9:00,5.7,12.4,17.7,5.5,19.3
4/13/19 10:00,5.8,12.7,18.0,5.6,29.1
4/13/19 11:00,5.8,12.8,18.3,5.6,29.4
4/13/19 12:00,5.8,9.6,15.1,5.6,26.2
4/13/19 13:00,5.6,9.1,14.6,5.4,25.9
4/13/19 14:00,5.6,9.1,14.5,5.5,25.6
4/13/19 15:00,5.9,9.5,14.9,5.7,18.3
4/13/19 16:00,6.5,10.1,15.6,6.3,17.3
4/13/19 17:00,7.0,10.6,14.3,6.8,15.8
4/13/19 18:00,10.3,17.6,20.2,10.1,21.7
4/13/19 19:00,10.9,18.3,20.8,10.6,22.4
4/13/19 20:00,10.8,18.2,20.7,10.6,22.2
4/13/19 21:00,9.5,16.8,19.3,9.3,20.7
4/13/19 22:00,9.5,16.8,19.4,9.3,21.0
4/13/19 23:00,9.0,16.4,18.8,8.8,20.3
4/14/19 0:00,9.1,12.5,15.0,8.9,16.5
4/14/19 1:00,8.6,11.8,14.3,8.4,15.8
4/14/19 2:00,10.9,14.1,16.6,10.7,18.2
4/14/19 3:00,11.1,14.3,16.8,10.9,18.2
4/14/19 4:00,11.3,14.4,16.9,11.1,18.3
4/14/19 5:00,9.6,12.8,15.4,9.4,17.0
4/14/19 6:00,6.3,12.6,15.1,6.0,16.5
4/14/19 7:00,7.4,13.8,17.0,7.1,18.4
4/14/19 8:00,8.4,15.0,18.5,8.2,20.1
4/14/19 9:00,6.5,13.4,17.3,6.2,18.8
4/14/19 10:00,5.8,14.2,18.2,5.5,19.7
4/14/19 11:00,6.0,14.9,18.6,5.8,20.0
4/14/19 12:00,6.0,11.8,15.5,5.8,17.0
4/14/19 13:00,5.8,12.0,15.7,5.6,17.1
4/14/19 14:00,6.0,12.2,15.9,5.7,17.5
4/14/19 15:00,5.9,12.1,15.7,5.7,17.1
4/14/19 16:00,6.6,12.6,15.8,6.3,17.3
4/14/19 17:00,6.7,12.4,14.9,6.4,16.5
4/14/19 18:00,8.7,16.1,18.7,8.5,20.2
4/14/19 19:00,8.7,16.2,18.7,8.5,20.2
4/14/19 20:00,8.1,15.6,18.2,7.9,19.6
4/14/19 21:00,7.5,15.1,17.6,7.3,19.2
4/14/19 22:00,7.4,14.8,17.1,7.3,18.7
4/14/19 23:00,6.8,14.0,16.6,6.6,18.1
4/15/19 0:00,6.6,10.1,12.6,6.5,14.3
4/15/19 1:00,6.7,9.9,12.5,6.6,14.0
4/15/19 2:00,6.7,9.9,12.4,6.5,14.0
4/15/19 3:00,6.8,10.0,12.5,6.6,14.1
4/15/19 4:00,7.4,10.6,13.1,7.1,14.7
4/15/19 5:00,7.3,10.7,15.7,7.0,18.8
4/15/19 6:00,5.9,12.6,22.7,5.6,36.9
4/15/19 7:00,5.8,13.0,43.4,5.6,85.6
4/15/19 8:00,6.1,13.1,125.9,5.7,242.6
4/15/19 9:00,6.0,13.3,107.3,5.7,224.4
4/15/19 10:00,3.3,11.2,100.7,3.2,212.6
4/15/19 11:00,2.7,10.8,83.2,2.5,162.6
4/15/19 12:00,3.5,7.8,23.4,3.3,40.4
4/15/19 13:00,5.6,9.9,110.0,5.4,226.1
4/15/19 14:00,5.7,9.9,95.0,5.4,206.6
4/15/19 15:00,5.7,10.2,93.0,5.5,205.6
4/15/19 16:00,8.4,12.8,64.5,8.1,157.7
4/15/19 17:00,9.4,13.7,28.7,9.1,43.6
4/15/19 18:00,8.8,16.6,27.6,8.6,42.0
4/15/19 19:00,7.9,15.6,25.2,7.7,35.8
4/15/19 20:00,9.7,17.4,22.7,9.5,29.0
4/15/19 21:00,9.2,16.7,21.4,9.0,25.9
4/15/19 22:00,9.2,16.5,19.5,8.9,20.8
4/15/19 23:00,8.4,15.8,18.2,8.2,19.6
4/16/19 0:00,8.5,12.1,14.8,8.2,16.2
4/16/19 1:00,9.1,12.2,14.8,8.8,16.0
4/16/19 2:00,9.6,12.7,15.3,9.3,16.7
4/16/19 3:00,9.6,12.8,15.2,9.3,16.5
4/16/19 4:00,8.3,11.4,14.0,8.0,15.4
4/16/19 5:00,7.3,10.9,13.3,7.1,17.0
4/16/19 6:00,9.5,16.7,19.2,9.3,31.7
4/16/19 7:00,8.9,15.9,18.4,8.6,59.5
4/16/19 8:00,7.8,15.3,17.8,7.6,127.1
4/16/19 9:00,6.6,14.1,16.9,6.6,123.2
4/16/19 10:00,6.8,14.5,18.4,8.1,118.3
4/16/19 11:00,9.4,14.8,21.4,8.1,91.3
4/16/19 12:00,9.0,10.9,17.8,8.2,36.1
4/16/19 13:00,8.6,10.9,18.9,8.1,130.6
4/16/19 14:00,8.4,10.9,17.0,7.3,115.7
4/16/19 15:00,9.4,11.6,16.7,7.1,117.7
4/16/19 16:00,11.7,13.3,19.7,8.6,112.0
4/16/19 17:00,11.5,13.9,19.7,9.2,34.5
4/16/19 18:00,12.2,17.9,23.2,10.0,37.7
4/16/19 19:00,12.9,18.4,22.8,10.7,33.5
4/16/19 20:00,12.7,18.2,22.7,10.5,26.6
4/16/19 21:00,10.6,17.5,20.4,10.0,22.4
4/16/19 22:00,10.2,17.5,20.1,9.9,21.6
4/16/19 23:00,9.1,16.4,18.9,8.9,20.4
4/17/19 0:00,7.6,11.2,13.7,7.4,15.0
4/17/19 1:00,7.9,11.1,13.7,7.7,15.0
4/17/19 2:00,7.7,10.9,13.4,7.5,14.7
4/17/19 3:00,8.0,11.2,13.7,7.7,15.1
4/17/19 4:00,8.4,11.6,14.0,8.2,15.5
4/17/19 5:00,12.1,11.9,20.8,9.6,24.3
4/17/19 6:00,18.8,15.5,45.5,14.9,64.0
4/17/19 7:00,39.7,18.6,121.4,39.8,193.2
4/17/19 8:00,122.4,104.4,471.0,135.9,714.3
4/17/19 9:00,121.4,110.8,457.4,133.8,697.1
4/17/19 10:00,122.1,109.1,450.9,133.7,686.1
4/17/19 11:00,94.9,107.9,354.1,84.5,535.7
4/17/19 12:00,24.4,103.5,161.7,24.9,195.2
4/17/19 13:00,121.2,100.5,448.1,131.2,683.6
4/17/19 14:00,120.6,101.2,440.3,132.6,673.8
4/17/19 15:00,112.0,98.4,415.4,126.9,636.5
4/17/19 16:00,67.5,99.5,286.9,76.7,447.6
4/17/19 17:00,20.3,30.3,77.7,24.3,109.3
4/17/19 18:00,21.6,21.7,61.7,26.0,88.4
4/17/19 19:00,18.7,18.8,49.9,21.8,67.6
4/17/19 20:00,15.8,18.1,31.6,10.4,44.3
4/17/19 21:00,11.1,16.4,24.5,8.1,28.5
4/17/19 22:00,8.5,16.3,20.7,8.3,22.5
4/17/19 23:00,8.3,16.1,19.1,8.1,20.9
4/18/19 0:00,8.2,12.1,15.2,7.9,17.0
4/18/19 1:00,5.6,9.0,12.1,5.5,14.0
4/18/19 2:00,5.9,9.2,12.2,5.6,14.0
4/18/19 3:00,5.8,9.1,12.2,5.6,14.0
4/18/19 4:00,6.5,9.8,12.8,6.3,14.6
4/18/19 5:00,9.1,10.0,16.7,6.3,21.4
4/18/19 6:00,16.8,13.8,43.7,11.7,61.4
4/18/19 7:00,39.3,17.6,118.7,38.1,190.7
4/18/19 8:00,122.4,101.9,450.6,133.0,686.8
4/18/19 9:00,112.5,102.9,427.5,129.9,646.2
4/18/19 10:00,105.6,108.7,410.7,120.4,628.1
4/18/19 11:00,86.6,105.1,329.5,75.7,499.2
4/18/19 12:00,26.3,101.6,159.9,23.9,194.6
4/18/19 13:00,114.3,103.2,439.5,127.9,673.4
4/18/19 14:00,104.3,99.9,400.5,117.2,626.5
4/18/19 15:00,104.6,101.7,391.4,109.8,616.6
4/18/19 16:00,66.5,105.3,283.8,71.0,440.2
4/18/19 17:00,23.8,30.9,83.0,26.3,115.1
4/18/19 18:00,20.2,19.5,58.5,24.3,88.4
4/18/19 19:00,21.4,18.3,50.2,20.0,73.8
4/18/19 20:00,18.0,18.4,33.0,10.9,43.8
4/18/19 21:00,14.3,17.6,27.2,9.7,33.3
4/18/19 22:00,9.9,17.7,21.1,9.5,22.8
4/18/19 23:00,9.3,17.1,20.2,9.1,22.0
4/19/19 0:00,9.0,16.5,19.4,8.7,21.1
4/19/19 1:00,9.0,16.7,19.7,8.7,21.4
4/19/19 2:00,8.9,16.8,19.8,8.7,21.6
4/19/19 3:00,9.0,16.8,19.8,8.7,21.4
4/19/19 4:00,9.5,17.3,20.3,9.3,22.0
4/19/19 5:00,10.7,17.2,23.9,9.9,28.1
4/19/19 6:00,18.5,15.8,45.7,15.4,64.3
4/19/19 7:00,39.9,19.5,120.6,41.7,190.9
4/19/19 8:00,114.9,101.2,435.6,129.0,666.3
4/19/19 9:00,101.4,109.4,407.9,118.3,620.2
4/19/19 10:00,99.6,104.8,390.3,109.3,596.0
4/19/19 11:00,81.8,109.4,319.5,68.4,477.3
4/19/19 12:00,23.5,106.4,161.5,23.5,197.1
4/19/19 13:00,109.6,98.9,421.2,125.5,640.5
4/19/19 14:00,99.5,102.0,387.7,109.1,594.5
4/19/19 15:00,100.4,104.1,385.0,107.1,584.2
4/19/19 16:00,65.5,103.2,276.5,74.1,424.6
4/19/19 17:00,25.0,34.1,84.1,29.7,116.4
4/19/19 18:00,23.5,22.5,63.5,28.6,93.6
4/19/19 19:00,19.0,19.6,52.8,25.6,76.4
4/19/19 20:00,12.6,18.4,30.3,12.7,46.8
4/19/19 21:00,10.7,18.0,23.9,10.0,33.8
4/19/19 22:00,10.3,18.0,21.6,10.0,25.0
4/19/19 23:00,8.5,16.3,19.5,8.3,20.9
4/20/19 0:00,8.5,15.7,18.6,8.2,20.2
4/20/19 1:00,7.4,15.3,18.1,7.3,19.7
4/20/19 2:00,7.3,15.3,18.0,7.3,19.6
4/20/19 3:00,7.6,15.4,18.3,7.3,19.7
4/20/19 4:00,8.4,16.5,19.2,8.3,20.8
4/20/19 5:00,7.5,15.4,18.2,7.3,19.6
4/20/19 6:00,6.0,13.0,15.8,5.9,17.3
4/20/19 7:00,7.2,13.2,17.5,5.9,19.3
4/20/19 8:00,11.0,13.1,27.2,9.8,29.2
4/20/19 9:00,13.1,13.9,32.3,12.1,36.5
4/20/19 10:00,15.2,14.3,35.5,13.7,49.5
4/20/19 11:00,15.8,14.5,37.2,14.4,51.5
4/20/19 12:00,12.7,11.0,30.5,14.4,44.8
4/20/19 13:00,12.7,10.6,30.2,14.4,44.7
4/20/19 14:00,12.2,11.0,29.3,14.3,43.4
4/20/19 15:00,12.7,11.2,29.0,13.4,35.6
4/20/19 16:00,12.0,11.9,23.8,9.4,27.2
4/20/19 17:00,10.3,12.9,19.1,9.0,21.8
4/20/19 18:00,11.5,17.3,22.9,9.2,25.6
4/20/19 19:00,11.7,17.2,22.8,9.3,24.3
4/20/19 20:00,11.4,17.2,22.6,9.5,24.3
4/20/19 21:00,11.4,17.2,22.3,9.5,23.8
4/20/19 22:00,11.0,17.3,22.0,9.5,23.7
4/20/19 23:00,8.8,16.7,19.8,9.0,21.3
4/21/19 0:00,8.8,16.2,19.5,9.0,21.1
4/21/19 1:00,8.9,16.6,19.8,8.9,21.3
4/21/19 2:00,8.8,16.6,19.7,9.0,21.3
4/21/19 3:00,8.8,16.6,19.9,9.0,21.4
4/21/19 4:00,9.4,17.1,20.2,9.6,21.6
4/21/19 5:00,9.3,17.3,20.4,9.5,21.9
4/21/19 6:00,7.8,15.2,18.2,7.9,19.7
4/21/19 7:00,10.2,14.0,21.5,6.6,23.0
4/21/19 8:00,21.8,12.8,34.2,5.9,36.6
4/21/19 9:00,22.2,14.1,40.2,10.5,45.8
4/21/19 10:00,8.1,13.4,24.1,9.2,26.4
4/21/19 11:00,5.8,14.0,18.4,6.1,20.0
4/21/19 12:00,5.8,10.2,14.6,6.0,18.6
4/21/19 13:00,6.1,10.2,14.2,6.0,17.8
4/21/19 14:00,6.2,10.5,14.5,6.0,16.1
4/21/19 15:00,6.1,10.6,14.4,6.0,15.9
4/21/19 16:00,6.8,11.1,14.5,6.5,16.1
4/21/19 17:00,7.6,12.9,15.9,7.2,17.5
4/21/19 18:00,10.4,19.5,22.4,10.2,23.9
4/21/19 19:00,10.3,19.4,22.3,10.0,23.9
4/21/19 20:00,9.8,19.0,21.8,9.6,23.4
4/21/19 21:00,8.0,16.5,19.4,7.7,20.9
4/21/19 22:00,7.7,15.5,18.1,7.7,19.6
4/21/19 23:00,7.3,14.9,17.6,7.1,19.3
4/22/19 0:00,7.6,14.7,17.5,7.3,19.1
4/22/19 1:00,7.1,14.7,17.5,7.0,19.0
4/22/19 2:00,5.5,13.1,16.0,5.3,17.5
4/22/19 3:00,5.9,13.3,16.1,5.5,17.7
4/22/19 4:00,6.7,14.1,17.0,6.4,18.5
4/22/19 5:00,7.9,14.4,22.0,7.9,25.2
4/22/19 6:00,12.2,14.1,40.9,16.1,58.1
4/22/19 7:00,37.3,19.4,118.2,37.9,190.5
4/22/19 8:00,123.3,105.8,469.3,134.5,713.2
4/22/19 9:00,122.3,106.7,447.0,131.1,689.3
4/22/19 10:00,118.3,110.7,441.5,129.9,673.2
4/22/19 11:00,91.0,106.3,341.2,78.6,519.0
4/22/19 12:00,23.5,102.7,159.8,25.0,192.8
4/22/19 13:00,117.7,99.9,441.7,130.9,676.9
4/22/19 14:00,111.7,106.2,420.7,129.1,646.8
4/22/19 15:00,108.2,104.4,403.0,119.5,632.4
4/22/19 16:00,65.9,100.1,275.3,72.8,434.4
4/22/19 17:00,26.3,37.2,83.4,29.5,114.8
4/22/19 18:00,25.1,24.7,61.1,28.1,90.9
4/22/19 19:00,25.2,22.3,53.5,24.3,77.5
4/22/19 20:00,23.1,22.0,37.6,14.6,44.4
4/22/19 21:00,16.9,20.4,30.1,12.2,34.7
4/22/19 22:00,10.0,18.0,21.3,9.7,22.9
4/22/19 23:00,9.6,17.6,20.5,9.4,21.9
4/23/19 0:00,9.2,16.3,19.2,9.0,20.9
4/23/19 1:00,9.0,15.8,18.7,8.7,20.1
4/23/19 2:00,8.8,15.9,18.7,8.7,20.2
4/23/19 3:00,9.0,16.0,18.9,8.8,20.3
4/23/19 4:00,9.5,16.7,19.6,9.4,21.2
4/23/19 5:00,11.0,16.6,21.7,10.5,25.5
4/23/19 6:00,14.7,10.7,33.6,13.5,50.8
4/23/19 7:00,38.4,15.9,85.6,35.9,153.0
4/23/19 8:00,106.5,97.4,321.2,121.8,539.0
4/23/19 9:00,95.5,110.3,312.5,111.3,521.1
4/23/19 10:00,94.4,107.1,300.4,103.6,502.1
4/23/19 11:00,78.5,102.9,245.6,68.7,402.3
4/23/19 12:00,22.9,99.4,143.5,25.2,178.3
4/23/19 13:00,105.5,98.6,321.2,119.4,543.4
4/23/19 14:00,98.3,103.4,305.3,108.1,508.4
4/23/19 15:00,100.4,99.0,298.3,108.0,499.7
4/23/19 16:00,62.6,105.4,229.4,68.0,378.7
