Time,Load,Outdoor,Humidity,Pressure,Solar
2016-03-19 01:00:00,9.94,83.73,86,29.74,0
2016-03-19 02:00:00,9.44,83,86,29.73,0
2016-03-19 03:00:00,9,83,85.4,29.72,0
2016-03-19 04:00:00,9.38,83,85.45,29.73,0
2016-03-19 05:00:00,9.12,83,85,29.74,0
2016-03-19 06:00:00,8.94,83,85,29.76,9
2016-03-19 07:00:00,8.31,83.89,83.89,29.79,82.56
2016-03-19 08:00:00,7.88,85.9,79.5,29.82,252.1
2016-03-19 09:00:00,7.92,87.7,75.3,29.84,410.4
2016-03-19 10:00:00,6.590398,88.9,72.3,29.84,462.3
2016-03-19 11:00:00,6.328965,89.8,68.9,29.82,536.3
2016-03-19 12:00:00,6.0272903,89.78,69.33,29.79,635.11
2016-03-19 13:00:00,0.58,90.89,66.89,29.76,641.67
2016-03-19 14:00:00,0.06,91,66.89,29.71,577.56
2016-03-19 15:00:00,4.69,92.75,63,29.69,391.5
2016-03-19 16:00:00,6.12,91,66.8,29.69,238.1
2016-03-19 17:00:00,9.19,89.36,69.82,29.69,96.09
2016-03-19 18:00:00,10.62,87.2,74.8,29.71,10.1
2016-03-19 19:00:00,11.75,86,75.64,29.72,0
2016-03-19 20:00:00,9.31,85.8,77.8,29.74,0
2016-03-19 21:00:00,9.44,85,81.7,29.76,0
2016-03-19 22:00:00,8.13,84.2,85.5,29.76,0
2016-03-19 23:00:00,8.13,84,86,29.77,0
2016-03-20 00:00:00,8,84,86.6,29.76,0
2016-03-20 01:00:00,7.38,83.2,86,29.75,0
2016-03-20 02:00:00,6.94,83,86.64,29.74,0
2016-03-20 03:00:00,6.44,83,86.5,29.74,0
2016-03-20 04:00:00,6.63,83,85.36,29.75,0
2016-03-20 05:00:00,6.31,83,85.25,29.76,0
2016-03-20 06:00:00,6.75,83.1,85.1,29.78,9.3
2016-03-20 07:00:00,6.25,84.27,83.36,29.8,93.18
2016-03-20 08:00:00,4.56,86.6,78.1,29.82,293.3
2016-03-20 09:00:00,5.5,88.56,72.78,29.84,413.11
2016-03-20 10:00:00,6.36,90.4,69,29.84,658.2
2016-03-20 11:00:00,8.5,90.88,68.88,29.82,773.88
2016-03-20 12:00:00,8,90.64,69.27,29.8,773.18
2016-03-20 13:00:00,4.19,91.7,67.5,29.76,728.9
2016-03-20 14:00:00,6,92,63.7,29.74,632.2
2016-03-20 15:00:00,6.12,91.45,64.82,29.72,492.64
2016-03-20 16:00:00,10.62,91.5,66.4,29.7,312.7
2016-03-20 17:00:00,12.06,89.67,69.78,29.71,100.67
2016-03-20 18:00:00,12.94,86.73,77.36,29.72,4.09
2016-03-20 19:00:00,14.5,85.1,82.4,29.74,0
2016-03-20 20:00:00,10.5,84.7,83,29.75,0
2016-03-20 21:00:00,9.06,84,82.2,29.77,0
2016-03-20 22:00:00,9.12,84,82.27,29.78,0
2016-03-20 23:00:00,8.94,84,83,29.77,0
2016-03-21 00:00:00,8.25,83.3,83,29.77,0
2016-03-21 01:00:00,8.13,83,83.9,29.75,0
2016-03-21 02:00:00,7.62,83,84,29.73,0
2016-03-21 03:00:00,8,83,84.11,29.73,0
2016-03-21 04:00:00,7.69,83,85,29.72,0
2016-03-21 05:00:00,7.31,83,85,29.74,0
2016-03-21 06:00:00,10.75,83,85.5,29.76,9.6
2016-03-21 07:00:00,21.38,83.55,83.55,29.79,101
2016-03-21 08:00:00,32.56,85.4,78.6,29.82,268.8
2016-03-21 09:00:00,39.56,87,74.82,29.83,347.82
2016-03-21 10:00:00,53.94,88.33,71.11,29.83,520.11
2016-03-21 11:00:00,63.31,90.11,67.67,29.81,699.89
2016-03-21 12:00:00,63.56,90.78,66,29.78,746.33
2016-03-21 13:00:00,73.69,91.1,65.6,29.73,755.9
2016-03-21 14:00:00,97.31,91.2,63,29.69,647.4
2016-03-21 15:00:00,88.38,92.8,57.9,29.67,481.6
2016-03-21 16:00:00,78.81,92.45,60.45,29.67,298.91
2016-03-21 17:00:00,59.5,89.6,67.1,29.67,102.3
2016-03-21 18:00:00,46.81,87.3,74.3,29.68,8.5
2016-03-21 19:00:00,23.19,85.33,81.44,29.69,0
2016-03-21 20:00:00,12.25,84.11,82.78,29.71,0
2016-03-21 21:00:00,9.31,84,82.5,29.73,0
2016-03-21 22:00:00,9.56,84,83.45,29.74,0
2016-03-21 23:00:00,9.12,83.7,84.4,29.74,0
2016-03-22 00:00:00,9.06,83,85.44,29.73,0
2016-03-22 01:00:00,7.88,83,86,29.7,0
2016-03-22 02:00:00,8.5,83,86.3,29.68,0
2016-03-22 03:00:00,7.94,83,87,29.67,0
2016-03-22 04:00:00,8.13,83,87,29.68,0
2016-03-22 05:00:00,8,83,86.91,29.69,0
2016-03-22 06:00:00,10.06,83,86.3,29.72,11.8
2016-03-22 07:00:00,19.56,83.82,85,29.74,97
2016-03-22 08:00:00,35.31,86.2,79.6,29.77,242.7
2016-03-22 09:00:00,58.19,87.9,74.5,29.8,408.4
2016-03-22 10:00:00,66.12,89.7,69.7,29.8,627.4
2016-03-22 11:00:00,66.56,90.33,68.33,29.77,696.44
2016-03-22 12:00:00,65.31,91.33,66.44,29.74,738.78
2016-03-22 13:00:00,79.5,92.1,64.9,29.7,735.9
2016-03-22 14:00:00,85.06,92.1,64.9,29.67,637.7
2016-03-22 15:00:00,78.19,93,61.6,29.66,453.5
2016-03-22 16:00:00,65,91.5,61.9,29.64,281.3
2016-03-22 17:00:00,58.44,89.5,67.5,29.65,75
2016-03-22 18:00:00,47.56,87.1,75.6,29.67,4.4
2016-03-22 19:00:00,17,85.5,80.5,29.69,0
2016-03-22 20:00:00,14.38,85,82.3,29.72,0
2016-03-22 21:00:00,12.38,84.73,84.27,29.74,0
2016-03-22 22:00:00,9.5,84,85,29.74,0
2016-03-22 23:00:00,9.75,84,85,29.73,0
2016-03-23 00:00:00,9.5,84,85.18,29.71,0
2016-03-23 01:00:00,9.69,84,85.9,29.7,0
2016-03-23 02:00:00,9.56,84,86.6,29.69,0
2016-03-23 03:00:00,7.12,83.8,87,29.69,0
2016-03-23 04:00:00,7.75,83,87,29.7,0
2016-03-23 05:00:00,7.38,83,87,29.72,0
2016-03-23 06:00:00,9.12,83.3,86.7,29.75,19.6
2016-03-23 07:00:00,20.31,84.4,84,29.77,104.6
2016-03-23 08:00:00,29.06,85.89,80.44,29.79,176.33
2016-03-23 09:00:00,36.62,87.9,71.4,29.81,390.8
2016-03-23 10:00:00,46,89.56,62.56,29.81,539
2016-03-23 11:00:00,54.62,91.5,55,29.79,646.1
2016-03-23 12:00:00,48.62,94,54.7,29.76,678.9
2016-03-23 13:00:00,46.06,94.6,55.8,29.73,696.1
2016-03-23 14:00:00,59.69,94.55,56.18,29.71,587.82
2016-03-23 15:00:00,52.38,94.44,55.56,29.69,404
2016-03-23 16:00:00,44.38,91.73,61.91,29.7,205.55
2016-03-23 17:00:00,45.25,89,67.5,29.7,84.8
2016-03-23 18:00:00,32.38,87.56,72.67,29.72,9.67
2016-03-23 19:00:00,22.25,86.6,78.2,29.74,0
2016-03-23 20:00:00,15.12,86,80.55,29.76,0
2016-03-23 21:00:00,12.25,85.11,81.67,29.79,0
2016-03-23 22:00:00,10.31,85,84.2,29.81,0
2016-03-23 23:00:00,10.75,84,85.8,29.81,0
2016-03-24 00:00:00,11.56,84,86,29.79,0
2016-03-24 01:00:00,11.69,84,86.2,29.78,0
2016-03-24 02:00:00,10.81,84,86.64,29.76,0
2016-03-24 03:00:00,10.06,83.78,86.67,29.76,0
2016-03-24 04:00:00,9.75,83,87,29.76,0
2016-03-24 05:00:00,9.5,83,88,29.77,0
2016-03-24 06:00:00,11.38,83,88,29.81,17.8
2016-03-24 07:00:00,25.5,83.89,87.56,29.83,78
2016-03-24 08:00:00,40.12,84.7,71.5,29.85,258.7
2016-03-24 09:00:00,54.06,87.2,59.6,29.86,479.8
2016-03-24 10:00:00,65.44,89.7,52.2,29.86,633.9
2016-03-24 11:00:00,68.44,92.5,48.4,29.84,710.6
2016-03-24 12:00:00,73.75,95.75,43.5,29.8,720.38
2016-03-24 13:00:00,81.69,97.18,36.45,29.76,718.55
2016-03-24 14:00:00,82.81,99.3,34.2,29.74,634
2016-03-24 15:00:00,63.5,97.91,44.36,29.71,477.73
2016-03-24 16:00:00,69.44,94.9,52.8,29.71,295.2
2016-03-24 17:00:00,64.56,93.4,57.3,29.72,113.4
2016-03-24 18:00:00,38.88,90,63.64,29.74,8.73
2016-03-24 19:00:00,21.88,87.91,71.09,29.76,0
2016-03-24 20:00:00,18,86.86,77,29.79,0
2016-03-24 21:00:00,14.12,85.82,82.27,29.81,0
2016-03-24 22:00:00,10,85,84.1,29.82,0
2016-03-24 23:00:00,9,84.33,84.22,29.81,0
2016-03-25 00:00:00,10.88,84,84,29.81,0
2016-03-25 01:00:00,9.63,84,83.44,29.8,0
2016-03-25 02:00:00,9,83.67,83,29.8,0
2016-03-25 03:00:00,8.25,83.27,83,29.79,0
2016-03-25 04:00:00,8.25,83,83.9,29.79,0
2016-03-25 05:00:00,8.06,83,84,29.82,0
2016-03-25 06:00:00,10.25,83.22,83.67,29.84,11.78
2016-03-25 07:00:00,22.19,84.64,80.82,29.86,97.91
2016-03-25 08:00:00,40.38,85.9,77.1,29.89,183.8
2016-03-25 09:00:00,49.75,87.9,72.1,29.93,261.2
2016-03-25 10:00:00,61.88,89.2,67.9,29.93,576.8
2016-03-25 11:00:00,63.69,89.8,68.5,29.92,534.4
2016-03-25 12:00:00,58.94,92.36,61.36,29.9,707.55
2016-03-25 13:00:00,64.75,91.8,57.9,29.87,679.4
2016-03-25 14:00:00,71.69,93.18,61.91,29.84,621.27
2016-03-25 15:00:00,64.06,91.75,66,29.82,468.5
2016-03-25 16:00:00,62.88,90.27,66.82,29.82,266.55
2016-03-25 17:00:00,58.88,88.1,71.1,29.83,39.9
2016-03-25 18:00:00,41.38,86.7,75.1,29.85,3.8
2016-03-25 19:00:00,26.75,86,75.73,29.88,0
2016-03-25 20:00:00,16.38,86,74.5,29.9,0
2016-03-25 21:00:00,6.87,85.88,76.5,29.92,0
2016-03-25 22:00:00,6,85,77.73,29.94,0
2016-03-25 23:00:00,9.12,85,79,29.92,0
2016-03-26 00:00:00,8.88,85,79.9,29.92,0
2016-03-26 01:00:00,8.75,84,79.55,29.9,0
2016-03-26 02:00:00,8.25,82,80.1,29.89,0
2016-03-26 03:00:00,5.88,81.38,74.75,29.88,0
2016-03-26 04:00:00,6.5,81,69.45,29.89,0
2016-03-26 05:00:00,6.25,80.56,65.11,29.91,0
2016-03-26 06:00:00,4.69,80,64.1,29.93,14.3
2016-03-26 07:00:00,6.69,79.45,64.27,29.96,68.91
2016-03-26 08:00:00,13.25,81.62,62.25,29.98,295.75
2016-03-26 09:00:00,15.62,83.91,58.73,29.98,443.18
2016-03-26 10:00:00,13.69,85.5,57.8,29.98,500.6
2016-03-26 11:00:00,12.69,86.1,57.6,29.96,479.2
2016-03-26 12:00:00,7.5,89.5,53.7,29.93,657.2
2016-03-26 13:00:00,5.31,91.89,51.78,29.89,599.33
2016-03-26 14:00:00,6.06,94,49.56,29.86,602.44
2016-03-26 15:00:00,7.88,93.5,50.4,29.83,362
2016-03-26 16:00:00,12.62,93.56,51.89,29.83,264
2016-03-26 17:00:00,15,91.33,56.33,29.83,106
2016-03-26 18:00:00,15.12,88.44,64.44,29.85,5.22
2016-03-26 19:00:00,10.38,86.8,68.9,29.86,0
2016-03-26 20:00:00,7.25,85.7,75.4,29.88,0
2016-03-26 21:00:00,6.25,85,77.8,29.9,0
2016-03-26 22:00:00,5.75,85,79.67,29.91,0
2016-03-26 23:00:00,7,84,81.33,29.9,0
2016-03-27 00:00:00,5.75,84,82,29.89,0
2016-03-27 01:00:00,5.69,84,82.64,29.88,0
2016-03-27 02:00:00,6.06,84,82,29.87,0
2016-03-27 03:00:00,5.38,84,81.82,29.87,0
2016-03-27 04:00:00,5.75,84,81.22,29.87,0
2016-03-27 05:00:00,5.12,83.73,80,29.89,0
2016-03-27 06:00:00,5.38,83.8,79.3,29.92,8.9
2016-03-27 07:00:00,4.88,81.09,86.55,29.93,41.73
2016-03-27 08:00:00,4.38,81.44,85.22,29.96,84.11
2016-03-27 09:00:00,3.75,82.67,80.22,29.97,200.22
2016-03-27 10:00:00,3.62,86.36,74.18,29.96,384.45
2016-03-27 11:00:00,4.12,86.67,73.44,29.95,303.67
2016-03-27 12:00:00,4.5,89.8,68,29.92,498.1
2016-03-27 13:00:00,3.75,86.4,69.9,29.89,187.2
2016-03-27 14:00:00,3.12,80.3,80.2,29.88,147.9
2016-03-27 15:00:00,4.88,82.9,77.6,29.85,137.8
2016-03-27 16:00:00,8.13,84.1,76.9,29.85,70.9
2016-03-27 17:00:00,12.06,85,76.45,29.83,56
2016-03-27 18:00:00,11.94,84.4,76.2,29.85,13.2
2016-03-27 19:00:00,11.25,84,83,29.87,0
2016-03-27 20:00:00,8.37,83,85.27,29.9,0
2016-03-27 21:00:00,9.75,83,84.6,29.92,0
2016-03-27 22:00:00,9.69,83,83.4,29.93,0
2016-03-27 23:00:00,9.94,83,83.73,29.92,0
2016-03-28 00:00:00,9.87,83,84,29.91,0
2016-03-28 01:00:00,8.62,82.64,84.55,29.89,0
2016-03-28 02:00:00,7.94,82,85.78,29.88,0
2016-03-28 03:00:00,7.44,81.82,84.55,29.88,0
2016-03-28 04:00:00,6.63,77.56,85.78,29.88,0
2016-03-28 05:00:00,6.5,77.9,88.9,29.88,0
2016-03-28 06:00:00,6.56,79.18,88,29.9,6.55
2016-03-28 07:00:00,11.44,80.9,84.2,29.92,112.9
2016-03-28 08:00:00,24.38,81.18,80.64,29.95,66.27
2016-03-28 09:00:00,25.75,82.3,74.2,29.97,198.8
2016-03-28 10:00:00,33.38,84.1,62.6,29.97,463
2016-03-28 11:00:00,39.75,86.7,56.2,29.95,647
2016-03-28 12:00:00,46.56,88,52.9,29.92,552.9
2016-03-28 13:00:00,69.81,88.2,53.1,29.89,331.9
2016-03-28 14:00:00,80.75,89.7,51.6,29.86,364.2
2016-03-28 15:00:00,72.56,91.1,49.2,29.86,348.8
2016-03-28 16:00:00,54.19,89.64,57.45,29.84,168.73
2016-03-28 17:00:00,46.5,86.09,67.73,29.84,43.82
2016-03-28 18:00:00,38.38,83.8,71.3,29.87,0.5
2016-03-28 19:00:00,21.12,83,73.11,29.89,0
2016-03-28 20:00:00,11.12,83,74.18,29.9,0
2016-03-28 21:00:00,10.44,83,76.3,29.93,0
2016-03-28 22:00:00,10.88,82.82,79.55,29.94,0
2016-03-28 23:00:00,12.19,82,81.44,29.93,0
2016-03-29 00:00:00,13.5,82,82,29.92,0
2016-03-29 01:00:00,10,82,82.6,29.9,0
2016-03-29 02:00:00,9.56,82,84.5,29.89,0
2016-03-29 03:00:00,9.44,82,85,29.89,0
2016-03-29 04:00:00,9.31,82,84.56,29.89,0
2016-03-29 05:00:00,7.94,81.45,84.18,29.9,0
2016-03-29 06:00:00,9.12,81.33,84.89,29.91,18
2016-03-29 07:00:00,19,82.5,83.2,29.93,86.6
2016-03-29 08:00:00,31.12,83.8,76.5,29.96,193
2016-03-29 09:00:00,48.94,86.62,71.62,29.95,301.75
2016-03-29 10:00:00,60.81,87.9,70.2,29.95,398.6
2016-03-29 11:00:00,62.5,89.75,66,29.92,615.12
2016-03-29 12:00:00,50.44,91.55,61.18,29.9,654.45
2016-03-29 13:00:00,48.31,91.5,61.9,29.87,693.4
2016-03-29 14:00:00,71.75,90.64,62.91,29.84,408.09
2016-03-29 15:00:00,67.88,89.55,66.36,29.83,444.64
2016-03-29 16:00:00,64.69,87,70.89,29.82,176.89
2016-03-29 17:00:00,52.56,85.1,75,29.82,56.7
2016-03-29 18:00:00,32.88,84,73.9,29.84,5.6
2016-03-29 19:00:00,24.38,84,75.27,29.87,0
2016-03-29 20:00:00,11.38,84,77.4,29.89,0
2016-03-29 21:00:00,10.12,83.78,81.78,29.91,0
2016-03-29 22:00:00,8.37,83,83,29.92,0
2016-03-29 23:00:00,7.38,83,81.78,29.9,0
2016-03-30 00:00:00,7.06,83,81.4,29.9,0
2016-03-30 01:00:00,7.19,83,83.55,29.88,0
2016-03-30 02:00:00,7,83,85,29.86,0
2016-03-30 03:00:00,7.75,83,84.89,29.85,0
2016-03-30 04:00:00,7.44,82.27,84,29.85,0
2016-03-30 05:00:00,7.38,82,83,29.86,0
2016-03-30 06:00:00,8.69,82,83.2,29.89,17.3
2016-03-30 07:00:00,14.12,83.5,81.7,29.91,161.4
2016-03-30 08:00:00,21.16,85,78.2,29.93,235.7
2016-03-30 09:00:00,29.88,86.25,76.25,29.93,256.75
2016-03-30 10:00:00,40.25,87.67,71.33,29.93,457.11
2016-03-30 11:00:00,41.19,88,69.73,29.91,322.82
2016-03-30 12:00:00,38.44,88.3,68.9,29.88,367.8
2016-03-30 13:00:00,37.44,89.2,67,29.86,427.9
2016-03-30 14:00:00,41.56,90.82,63.82,29.83,468.91
2016-03-30 15:00:00,40.5,91.78,60,29.81,324.67
2016-03-30 16:00:00,38.25,91,61.9,29.8,218.6
2016-03-30 17:00:00,33.5,88.56,68.89,29.81,75.78
2016-03-30 18:00:00,23.75,86.44,76.22,29.82,2.89
2016-03-30 19:00:00,12.12,85.9,79.3,29.85,0
2016-03-30 20:00:00,11.75,85,79.91,29.86,0
2016-03-30 21:00:00,12.38,85,80.56,29.87,0
2016-03-30 22:00:00,11.5,85,80.09,29.88,0
2016-03-30 23:00:00,11.75,85,78,29.88,0
2016-03-31 00:00:00,12,84.75,79,29.84,0
2016-03-31 01:00:00,11.25,84,82.44,29.84,0
2016-03-31 02:00:00,7.8498864,84,83.11,29.83,0
2016-03-31 03:00:00,7.6543565,84,84,29.8,0
2016-03-31 04:00:00,7.4986825,84,84,29.8,0
2016-03-31 05:00:00,7.2648644,83,84.11,29.82,0
2016-03-31 06:00:00,8.924005,83.1,84.5,29.84,12.9
2016-03-31 07:00:00,22.055307,84.1,83.2,29.87,86.2
2016-03-31 08:00:00,31.184998,84.9,82.1,29.89,118.9
2016-03-31 09:00:00,36.52212,81.9,86.3,29.91,60
2016-03-31 10:00:00,38.334568,81.73,87.91,29.89,353.45
2016-03-31 11:00:00,48.58919,87.56,76.56,29.88,737.78
2016-03-31 12:00:00,52.580276,89.6,69.9,29.84,704.4
2016-03-31 13:00:00,52.290745,90.09,66.27,29.81,736.64
2016-03-31 14:00:00,51.101284,89.89,65.78,29.77,574.22
2016-03-31 15:00:00,50.595436,90.6,64.8,29.75,410.6
2016-03-31 16:00:00,41.537434,88.4,70.6,29.74,103
2016-03-31 17:00:00,35.8128,87,75.36,29.77,49.36
2016-03-31 18:00:00,24.011034,86,76.78,29.78,4.11
2016-03-31 19:00:00,16.433914,85.22,78.56,29.79,0
2016-03-31 20:00:00,11.632101,85,79.27,29.83,0
2016-03-31 21:00:00,9.141773,85,79.6,29.83,0
2016-03-31 22:00:00,8.026705,84.45,81.55,29.85,0
2016-03-31 23:00:00,7.749374,84,82.78,29.83,0
2016-04-01 00:00:00,8.599599,83.5,83.5,29.83,0
2016-04-01 01:00:00,7.898086,83,84.2,29.83,0
2016-04-01 02:00:00,10.12,82.5,85,29.82,0
2016-04-01 03:00:00,9.87,82,85.75,29.81,0
2016-04-01 04:00:00,9.38,81.5,86.5,29.81,0
2016-04-01 05:00:00,8.19,82.2,84.6,29.82,0
2016-04-01 06:00:00,9,83,82.7,29.83,0
2016-04-01 07:00:00,32.38,83.82,80.73,29.83,117
2016-04-01 08:00:00,32.56,85.56,77.22,29.86,262
2016-04-01 09:00:00,46.62,87.27,70.82,29.86,503.91
2016-04-01 10:00:00,64.06,88.67,68.78,29.86,559.89
2016-04-01 11:00:00,64,89.9,65.9,29.84,688.9
2016-04-01 12:00:00,66.75,90.82,62.27,29.81,832.73
2016-04-01 13:00:00,76,91.4,60.9,29.77,766.3
2016-04-01 14:00:00,86.81,91.36,59.91,29.74,674.09
2016-04-01 15:00:00,78,90.75,59.88,29.72,521.88
2016-04-01 16:00:00,68.56,89.55,65.18,29.72,318.45
2016-04-01 17:00:00,54.38,88.22,68.22,29.72,112.89
2016-04-01 18:00:00,25.44,86.44,71.33,29.74,2.89
2016-04-01 19:00:00,15.19,85.25,73.62,29.76,0
2016-04-01 20:00:00,10.25,85,76.64,29.78,0
2016-04-01 21:00:00,7.38,84.89,77,29.81,0
2016-04-01 22:00:00,8.31,84,78.5,29.83,0
2016-04-01 23:00:00,8.75,83.91,79.91,29.82,0
2016-04-02 00:00:00,8.44,83.27,81,29.8,0
2016-04-02 01:00:00,7.81,83,81.5,29.78,0
2016-04-02 02:00:00,8.06,83,82,29.76,0
2016-04-02 03:00:00,6.31,82.43,82.57,29.74,0
2016-04-02 04:00:00,6.75,82,83,29.76,0
2016-04-02 05:00:00,6.5,82,83.5,29.78,0
2016-04-02 06:00:00,5.75,81.8,84.1,29.8,18.3
2016-04-02 07:00:00,5.88,83.3,82.9,29.82,147.6
2016-04-02 08:00:00,4.75,85.8,76.5,29.85,346.1
2016-04-02 09:00:00,3.06,88.1,70.6,29.86,571.3
2016-04-02 10:00:00,1.06,89.64,67.45,29.85,730.45
2016-04-02 11:00:00,1.75,90.9,64.7,29.84,774.8
2016-04-02 12:00:00,3.44,92.12,61.38,29.82,809.5
2016-04-02 13:00:00,4.06,93.09,57.73,29.78,756.36
2016-04-02 14:00:00,2.25,91.89,57.22,29.77,682.44
2016-04-02 15:00:00,4.38,92.82,55.18,29.75,531.27
2016-04-02 16:00:00,9.12,91.4,57.2,29.75,337.5
2016-04-02 17:00:00,10,89.09,66.64,29.74,132.36
2016-04-02 18:00:00,11.88,87,71,29.75,11.44
2016-04-02 19:00:00,12.25,85.8,76.3,29.78,0
2016-04-02 20:00:00,9.12,85,78.45,29.8,0
2016-04-02 21:00:00,9,85,80,29.82,0
2016-04-02 22:00:00,8.37,85,81,29.83,0
2016-04-02 23:00:00,8,84.6,81.9,29.84,0
2016-04-03 00:00:00,8,84,82,29.83,0
2016-04-03 01:00:00,8.31,84,82,29.81,0
2016-04-03 02:00:00,8.31,83.36,82.45,29.8,0
2016-04-03 03:00:00,7.69,83,83,29.8,0
2016-04-03 04:00:00,7.81,83,83,29.81,0
2016-04-03 05:00:00,7.25,83,83,29.82,0
2016-04-03 06:00:00,6.63,83,83.7,29.83,20.5
2016-04-03 07:00:00,6.25,84.7,80.5,29.86,189.9
2016-04-03 08:00:00,5,86.4,75.7,29.89,323.2
2016-04-03 09:00:00,3.88,89.9,65.8,29.89,590.2
2016-04-03 10:00:00,5.62,91.6,59.2,29.88,706.2
2016-04-03 11:00:00,7.38,92.11,58.44,29.87,834
2016-04-03 12:00:00,5.88,93,56.8,29.84,865.9
2016-04-03 13:00:00,3.75,93.33,54.78,29.81,813.67
2016-04-03 14:00:00,3.44,92.4,53.4,29.78,699.2
2016-04-03 15:00:00,3.69,93.5,51.3,29.75,504.4
2016-04-03 16:00:00,9.19,92.89,51.67,29.75,361
2016-04-03 17:00:00,10.06,91.7,57.9,29.75,136.9
2016-04-03 18:00:00,12.62,88.12,68.88,29.75,7.62
2016-04-03 19:00:00,13.88,86.18,77.64,29.77,0
2016-04-03 20:00:00,11.06,85.3,81.1,29.81,0
2016-04-03 21:00:00,9,85,82,29.83,0
2016-04-03 22:00:00,8.06,84.89,82.44,29.83,0
2016-04-03 23:00:00,8.44,84,83,29.83,0
2016-04-04 00:00:00,8,84,83.4,29.8,0
2016-04-04 01:00:00,7.38,84,84,29.78,0
2016-04-04 02:00:00,7.44,83.9,84,29.76,0
2016-04-04 03:00:00,6.87,83.2,84,29.78,0
2016-04-04 04:00:00,7.06,83,84,29.78,0
2016-04-04 05:00:00,6.69,83,84,29.79,0
2016-04-04 06:00:00,10.5,83.2,83.7,29.81,25.9
2016-04-04 07:00:00,25.44,84.78,80.78,29.83,161
2016-04-04 08:00:00,27.81,86.6,76.9,29.86,370.6
2016-04-04 09:00:00,44.5,88.55,72.73,29.87,567.36
2016-04-04 10:00:00,46.75,90.38,68.62,29.86,722
2016-04-04 11:00:00,65.62,91.5,65.1,29.83,765.2
2016-04-04 12:00:00,75.63,92,62.3,29.8,763.5
2016-04-04 13:00:00,83.37,94.2,58.3,29.76,823.7
2016-04-04 14:00:00,80.37,94.22,52.22,29.73,721.44
2016-04-04 15:00:00,75.63,94.12,48.25,29.71,574
2016-04-04 16:00:00,78.87,93.6,49.3,29.69,395
2016-04-04 17:00:00,65,91.33,55.89,29.71,144.44
2016-04-04 18:00:00,42.12,87.6,68.6,29.71,9.7
2016-04-04 19:00:00,31.81,86,76,29.73,0
2016-04-04 20:00:00,16.94,85.56,78.33,29.76,0
2016-04-04 21:00:00,14.88,85,80.22,29.77,0
2016-04-04 22:00:00,14.38,85,81.67,29.78,0
2016-04-04 23:00:00,11.75,84,82.9,29.77,0
2016-04-05 00:00:00,11.81,84,82.8,29.74,0
2016-04-05 01:00:00,11.75,84,82.5,29.73,0
2016-04-05 02:00:00,11.81,84,83.55,29.73,0
2016-04-05 03:00:00,11.56,83.9,84,29.73,0
2016-04-05 04:00:00,10.75,83.3,84.2,29.74,0
2016-04-05 05:00:00,10.75,83.09,85,29.76,0
2016-04-05 06:00:00,14.31,83.3,85,29.78,21.6
2016-04-05 07:00:00,33.81,85,82.4,29.81,164.3
2016-04-05 08:00:00,37.81,86.67,78.22,29.84,260.11
2016-04-05 09:00:00,45.12,89.1,72.2,29.85,576.7
2016-04-05 10:00:00,60.25,90.3,68.5,29.85,662.8
2016-04-05 11:00:00,52.38,91.2,67.2,29.83,829.8
2016-04-05 12:00:00,50.25,92,65.5,29.8,880.75
2016-04-05 13:00:00,61.88,92.9,63.6,29.75,811.2
2016-04-05 14:00:00,79,94.38,59.62,29.71,713.5
2016-04-05 15:00:00,75.63,94,58.36,29.69,560.27
2016-04-05 16:00:00,67.25,92.67,59.44,29.68,371.56
2016-04-05 17:00:00,56.75,91.4,59.9,29.67,142.4
2016-04-05 18:00:00,30.25,89.5,68.5,29.68,10.3
2016-04-05 19:00:00,16.12,86.89,78,29.71,0
2016-04-05 20:00:00,13.56,86,79.67,29.73,0
2016-04-05 21:00:00,13.31,85.7,80.6,29.75,0
2016-04-05 22:00:00,11.75,85,81.9,29.76,0
2016-04-05 23:00:00,10.5,85,83,29.78,0
2016-04-06 00:00:00,9.87,85,83,29.77,0
2016-04-06 01:00:00,9.87,85,84,29.75,0
2016-04-06 02:00:00,8.69,84.3,84.6,29.73,0
2016-04-06 03:00:00,8.81,84,85.8,29.72,0
2016-04-06 04:00:00,8.5,84,86.29,29.72,0
2016-04-06 05:00:00,7.62,84,87,29.75,0
2016-04-06 06:00:00,7,84,86.9,29.78,19.9
2016-04-06 07:00:00,6.87,85.38,84.25,29.81,145
2016-04-06 08:00:00,6.38,87.3,78.2,29.83,308
2016-04-06 09:00:00,6.94,89.18,68.82,29.84,598.55
2016-04-06 10:00:00,5.94,92.1,57.8,29.82,745.5
2016-04-06 11:00:00,6,94.4,49.8,29.8,831.7
2016-04-06 12:00:00,6.38,95.62,50.12,29.76,873
2016-04-06 13:00:00,7.38,95.9,56.2,29.73,823.3
2016-04-06 14:00:00,6.75,96.5,55.8,29.7,720.4
2016-04-06 15:00:00,13.31,96.18,56.64,29.68,571.91
2016-04-06 16:00:00,18.69,94,59,29.68,378.2
2016-04-06 17:00:00,19.75,91.7,60.3,29.68,147
2016-04-06 18:00:00,18.81,88.6,70.3,29.7,8.4
2016-04-06 19:00:00,19.44,87.11,79.44,29.72,0
2016-04-06 20:00:00,14.75,86,82.6,29.74,0
2016-04-06 21:00:00,13.5,85.89,83.44,29.76,0
2016-04-06 22:00:00,12.38,85,83.7,29.78,0
2016-04-06 23:00:00,12.12,85,83.89,29.77,0
