month,day,hh,load,Temp
2,16,12,52.375,86
2,16,13,50.625,86
2,16,14,67.37500002,88
2,16,15,66.62500002,88
2,16,16,68.25,89
2,16,17,58,90
2,16,18,26.1875,89
2,16,19,17.9375,88
2,16,20,13.1875,86
2,16,21,9.437500002,83
2,16,22,8.749999998,83
2,16,23,7.937500002,82
2,17,0,8.0625,82
2,17,1,7.6875,82
2,17,2,6.312499998,82
2,17,3,6.625000002,81
2,17,4,6.124999998,81
2,17,5,6.124999998,81
2,17,6,7.187500002,81
2,17,7,13.1875,81
2,17,8,20.25,81
2,17,9,28.1875,80
2,17,10,39.9375,81
2,17,11,42,81
2,17,12,50.125,83
2,17,13,40.875,85
2,17,14,44.5,88
2,17,15,44.8125,89
2,17,16,40.6875,90
2,17,17,37.625,92
2,17,18,23,92
2,17,19,15.75,92
2,17,20,12,91
2,17,21,9.499999998,90
2,17,22,9.375,90
2,17,23,10.5,85
2,18,0,10.125,84
2,18,1,8.625,84
2,18,2,8.0625,83
2,18,3,8.187499998,83
2,18,4,7.375000002,82
2,18,5,5.5,81
2,18,6,7.375000002,80
2,18,7,16.5,80
2,18,8,29.5,80
2,18,9,45.0625,80
2,18,10,49.6875,81
2,18,11,52.125,83
2,18,12,50,86
2,18,13,46.9375,88
2,18,14,54.8125,89
2,18,15,51.625,90
2,18,16,56.625,92
2,18,17,50.375,91
2,18,18,38.125,93
2,18,19,15.375,91
2,18,20,11.375,88
2,18,21,8.500000002,85
2,18,22,9.874999998,84
2,18,23,10.75,83
2,19,0,9.812500002,83
2,19,1,9.1875,83
2,19,2,9,83
2,19,3,8.312500002,83
2,19,4,8.187499998,82
2,19,5,7.249999998,82
2,19,6,8.937499998,81
2,19,7,13.8125,80
2,19,8,25.5,80
2,19,9,47,80
2,19,10,55.9375,82
2,19,11,54.5625,84
2,19,12,50,87
2,19,13,50.875,89
2,19,14,59.875,90
2,19,15,61.99999998,90
2,19,16,54.625,91
2,19,17,48.0625,91
2,19,18,33.5625,91
2,19,19,29,91
2,19,20,16.875,88
2,19,21,6.75,84
2,19,22,7.000000002,83
2,19,23,6.5625,83
2,20,0,7.187500002,83
2,20,1,6.874999998,82
2,20,2,5.5,82
2,20,3,5.625,82
2,20,4,5.25,81
2,20,5,5.1875,81
2,20,6,4.8125,81
2,20,7,5.125,81
2,20,8,4.125,81
2,20,9,3.125,81
2,20,10,2.875,82
2,20,11,2.5,84
2,20,12,1.875,88
2,20,13,0.1875,87
2,20,14,0,89
2,20,15,2.5,90
2,20,16,6.812500002,90
2,20,17,11.625,90
2,20,18,11.0625,91
2,20,19,10.0625,89
2,20,20,8.749999998,87
2,20,21,7.3125,85
2,20,22,7.187500002,84
2,20,23,6.625000002,83
2,21,0,7.062499998,83
2,21,1,6.1875,82
2,21,2,5.6875,82
2,21,3,5.8125,82
2,21,4,5.5,81
2,21,5,5.5,81
2,21,6,4.8125,81
2,21,7,5.0625,81
2,21,8,3.9375,81
2,21,9,3.4375,81
2,21,10,5.125,82
2,21,11,5.625,84
2,21,12,2.375,84
2,21,13,3.125,84
2,21,14,10.375,88
2,21,15,15.1875,89
2,21,16,16.5,89
2,21,17,17.9375,89
2,21,18,13,89
2,21,19,11.4375,87
2,21,20,7.6875,85
2,21,21,6.375,84
2,21,22,8.875000002,83
2,21,23,8.749999998,83
2,22,0,9.250000002,83
2,22,1,7.812499998,83
2,22,2,7.937500002,82
2,22,3,7.249999998,82
2,22,4,6.9375,81
2,22,5,7.187500002,81
2,22,6,6.375,81
2,22,7,6.124999998,81
2,22,8,4.75,81
2,22,9,3.9375,81
2,22,10,6.75,82
2,22,11,11.5625,84
2,22,12,9.124999998,86
2,22,13,5.125,85
2,22,14,9.9375,86
2,22,15,8.500000002,88
2,22,16,14.4375,89
2,22,17,12.375,90
2,22,18,11.75,90
2,22,19,11.5,87
2,22,20,13.375,85
2,22,21,8.749999998,83
2,22,22,8.687500002,83
2,22,23,9.124999998,83
2,23,0,9.687499998,82
2,23,1,7.375000002,82
2,23,2,6.874999998,81
2,23,3,7.5,81
2,23,4,5.9375,81
2,23,5,6.124999998,80
2,23,6,6.062500002,80
2,23,7,15.125,80
2,23,8,31.375,80
2,23,9,46.375,80
2,23,10,52.25,81
2,23,11,53.28947368,82
2,23,12,49.5,84
2,23,13,56.125,87
2,23,14,59.8125,87
2,23,15,58.0625,87
2,23,16,55.3125,90
2,23,17,41.25,90
2,23,18,23.4375,90
2,23,19,15.5,89
2,23,20,11,87
2,23,21,8.875000002,85
2,23,22,9.499999998,84
2,23,23,9.312499998,83
2,24,0,8.937499998,83
2,24,1,8.125000002,82
2,24,2,7.000000002,82
2,24,3,6.375,81
2,24,4,5.1875,81
2,24,5,5.5625,81
2,24,6,6.250000002,81
2,24,7,14.8125,81
2,24,8,27.9375,81
2,24,9,32,81
2,24,10,40.4375,82
2,24,11,52.1875,84
2,24,12,52.25,85
2,24,13,52.5,87
2,24,14,62.87500002,87
2,24,15,54.375,87
2,24,16,53.0625,89
2,24,17,47.125,90
2,24,18,32.3125,90
2,24,19,14.75,88
2,24,20,11.875,85
2,24,21,10.25,85
2,24,22,8.875000002,84
2,24,23,9,83
2,25,0,8.125000002,83
2,25,1,7.999999998,83
2,25,2,7.624999998,82
2,25,3,6.437500002,82
2,25,4,6.312499998,82
2,25,5,5.625,81
2,25,6,7.125,81
2,25,7,13.6875,80
2,25,8,24.4375,80
2,25,9,41.8125,79
2,25,10,52.3125,78
2,25,11,46.75,80
2,25,12,41.25,81
2,25,13,40.875,83
2,25,14,50.25,85
2,25,15,46.875,86
2,25,16,47.5,86
2,25,17,42.25,89
2,25,18,28.375,89
2,25,19,13.75,89
2,25,20,12.25,89
2,25,21,9.625000002,88
2,25,22,8.125000002,87
2,25,23,7.375000002,85
2,26,0,7.375000002,84
2,26,1,5.75,83
2,26,2,5.625,82
2,26,3,5.5625,80
2,26,4,5.125,79
2,26,5,5.1875,78
2,26,6,6.124999998,78
2,26,7,13.625,78
2,26,8,20.75,77
2,26,9,28.125,77
2,26,10,31.25,78
2,26,11,30.8125,80
2,26,12,32.9375,84
2,26,13,39.75,85
2,26,14,48.375,88
2,26,15,50.75,90
2,26,16,43.9375,90
2,26,17,33.375,91
2,26,18,20.1875,91
2,26,19,16.25,90
2,26,20,9.874999998,90
2,26,21,6.437500002,88
2,26,22,6.437500002,88
2,26,23,6.625000002,87
2,27,0,8.25,85
2,27,1,7.187500002,83
2,27,2,0,82
2,27,3,0,80
2,27,4,0,80
2,27,5,0,79
2,27,6,0,79
2,27,7,0,78
2,27,8,0,78
2,27,9,0,77
2,27,10,0,78
2,27,11,0,79
2,27,12,0,83
2,27,13,0,83
2,27,14,0,85
2,27,15,0,87
2,27,16,0,90
2,27,17,0,91
2,27,18,0,90
2,27,19,0,89
2,27,20,0,88
2,27,21,0,87
2,27,22,0,85
2,27,23,0,85
2,28,0,0,83
2,28,1,0,83
2,28,2,0,82
2,28,3,0,81
2,28,4,0,80
2,28,5,0,80
2,28,6,0,79
2,28,7,0,78
2,28,8,0,77
2,28,9,0,76
2,28,10,0,80
2,28,11,0,81
2,28,12,0,82
2,28,13,0,85
2,28,14,0,87
2,28,15,0,92
2,28,16,0,93
2,28,17,0,93
2,28,18,0,93
2,28,19,0,92
2,28,20,0,91
2,28,21,0,89
2,28,22,0,88
2,28,23,0,87
2,29,0,0,87
2,29,1,0,86
2,29,2,0,85
2,29,3,0,85
2,29,4,0,83
2,29,5,0,82
2,29,6,0,81
2,29,7,0,80
2,29,8,0,80
2,29,9,0,79
2,29,10,0,81
2,29,11,0,82
2,29,12,0,84
2,29,13,0,85
2,29,14,0,88
2,29,15,0,89
2,29,16,0,90
2,29,17,0,90
2,29,18,0,91
2,29,19,0,89
2,29,20,0,88
2,29,21,0,88
2,29,22,0,86
2,29,23,0,85
3,1,0,0,85
3,1,1,0,84
3,1,2,7.6875,0
3,1,3,7.375000002,0
3,1,4,7.062499998,0
3,1,5,6.625000002,0
3,1,6,8.125000002,0
3,1,7,16.1875,0
3,1,8,21.9375,0
3,1,9,26,76
3,1,10,32,76
3,1,11,31.125,79
3,1,12,28.125,83
3,1,13,32.25,84
3,1,14,32.9375,87
3,1,15,34.3125,89
3,1,16,37.0625,88
3,1,17,29.6875,90
3,1,18,19.375,92
3,1,19,14,90
3,1,20,9,88
3,1,21,6.062500002,87
3,1,22,5.9375,86
3,1,23,5.5,85
3,2,0,7.3125,85
3,2,1,6.312499998,84
3,2,2,6.250000002,83
3,2,3,6.375,81
3,2,4,5.75,81
3,2,5,5.5,81
3,2,6,5.5625,80
3,2,7,12.0625,80
3,2,8,17.625,79
3,2,9,34,79
3,2,10,37.5,81
3,2,11,31.25,83
3,2,12,30.0625,86
3,2,13,37.875,88
3,2,14,37.8125,89
3,2,15,30.5,91
3,2,16,27.875,92
3,2,17,25.25,93
3,2,18,19.375,92
3,2,19,10.5,91
3,2,20,8.749999998,90
3,2,21,7.125,89
3,2,22,6.812500002,89
3,2,23,6.812500002,88
3,3,0,6.625000002,86
3,3,1,6.75,84
3,3,2,6.625000002,82
3,3,3,6.124999998,82
3,3,4,6.062500002,81
3,3,5,5.75,81
3,3,6,7.437499998,81
3,3,7,17.5,80
3,3,8,28.625,79
3,3,9,39,79
3,3,10,45.25,83
3,3,11,47.3125,86
3,3,12,35.625,89
3,3,13,46.9375,90
3,3,14,42.875,91
3,3,15,28.5625,92
3,3,16,35.9375,93
3,3,17,36.375,94
3,3,18,27.75,94
3,3,19,17.125,92
3,3,20,8.687500002,89
3,3,21,7.187500002,84
3,3,22,7.125,84
3,3,23,6.5625,84
3,4,0,6.250000002,83
3,4,1,6.062500002,83
3,4,2,6,82
3,4,3,6,82
3,4,4,5.25,81
3,4,5,5.625,81
3,4,6,9.062500002,81
3,4,7,18.6875,81
3,4,8,26.125,81
3,4,9,30.5,80
3,4,10,35.5,81
3,4,11,41,84
3,4,12,42,87
3,4,13,62.87500002,87
3,4,14,67.99999998,89
3,4,15,49.375,89
3,4,16,45.75,90
3,4,17,36.75,92
3,4,18,27.375,91
3,4,19,22.75,89
3,4,20,15.4375,87
3,4,21,7.187500002,84
3,4,22,7.000000002,84
3,4,23,6.812500002,83
3,5,0,7.187500002,83
3,5,1,6.499999998,82
3,5,2,6.625000002,82
3,5,3,5.5,82
3,5,4,5.5,81
3,5,5,5.4375,81
3,5,6,5.0625,81
3,5,7,4.625,81
3,5,8,4.25,81
3,5,9,3,81
3,5,10,3.375,83
3,5,11,3.75,85
3,5,12,3.375,87
3,5,13,2,89
3,5,14,1.125,88
3,5,15,4.5,91
3,5,16,9.250000002,0
3,5,17,11.125,0
3,5,18,10.875,91
3,5,19,9.75,89
3,5,20,8.374999998,85
3,5,21,8.25,84
3,5,22,6.75,84
3,5,23,7.125,83
3,6,0,6.812500002,83
3,6,1,6.437500002,83
3,6,2,5.75,82
3,6,3,5.9375,82
3,6,4,5.6875,82
3,6,5,6.687499998,81
3,6,6,7.875,81
3,6,7,7.3125,81
3,6,8,6.75,81
3,6,9,5.5,81
3,6,10,3.5,83
3,6,11,2,85
3,6,12,2.6875,86
3,6,13,0.5625,87
3,6,14,0,88
3,6,15,1.375,89
3,6,16,8.0625,91
3,6,17,11.875,91
3,6,18,12.0625,91
3,6,19,12.3125,90
3,6,20,9.124999998,89
3,6,21,8.312500002,86
3,6,22,10,84
3,6,23,10.375,83
3,7,0,10.125,83
3,7,1,9.499999998,83
3,7,2,7.812499998,83
3,7,3,6.9375,82
3,7,4,6.124999998,82
3,7,5,5.625,82
3,7,6,6.874999998,82
3,7,7,15.75,82
3,7,8,24.625,82
3,7,9,30.3125,82
3,7,10,34.8125,84
3,7,11,40.75,86
3,7,12,46.5,88
3,7,13,57,90
3,7,14,66.62500002,92
3,7,15,61.18750002,91
3,7,16,57.9375,92
3,7,17,39.125,92
3,7,18,20.875,93
3,7,19,21.125,91
3,7,20,16.1875,87
3,7,21,13.1875,85
3,7,22,10.25,85
3,7,23,10.875,84
3,8,0,11.0625,83
3,8,1,10.5625,83
3,8,2,9.812500002,83
3,8,3,9.437500002,83
3,8,4,9.499999998,83
3,8,5,8.374999998,82
3,8,6,9.625000002,82
3,8,7,21.625,82
3,8,8,37.25,82
3,8,9,51.375,82
3,8,10,69.49999998,84
3,8,11,58.55263158,85
3,8,12,56.9375,87
3,8,13,61.81249998,90
3,8,14,70.5,91
3,8,15,68.25,92
3,8,16,61.99999998,90
3,8,17,53.4375,90
3,8,18,36.5625,90
3,8,19,16.6875,88
3,8,20,9,86
3,8,21,9.9375,85
3,8,22,11.25,84
3,8,23,10.5625,84
3,9,0,13.4375,83
3,9,1,10.5,83
3,9,2,8.749999998,83
3,9,3,7.999999998,82
3,9,4,7.875,82
3,9,5,7.875,82
3,9,6,11.375,82
3,9,7,23.4375,82
3,9,8,29.9375,82
3,9,9,31.8125,82
3,9,10,40.125,83
3,9,11,62.37499998,87
3,9,12,66.06250002,89
3,9,13,61.00000002,90
3,9,14,64.62499998,89
3,9,15,51,90
3,9,16,45.5625,91
3,9,17,43.9375,90
3,9,18,34.875,91
3,9,19,21.4375,91
3,9,20,17.3125,88
3,9,21,13.1875,85
3,9,22,11.0625,84
3,9,23,11.375,83
3,10,0,10.125,83
3,10,1,8.500000002,83
3,10,2,8.500000002,83
3,10,3,7.999999998,82
3,10,4,7.062499998,82
3,10,5,5.625,82
3,10,6,6.437500002,82
3,10,7,25.875,82
3,10,8,36.125,82
3,10,9,53.125,82
3,10,10,75.75,83
3,10,11,78.87499998,86
3,10,12,72.62500002,85
3,10,13,69.75,87
3,10,14,56.1875,88
3,10,15,46.875,89
3,10,16,49.5625,90
3,10,17,47.3125,90
3,10,18,36.1875,91
3,10,19,21.5,90
3,10,20,17.6875,88
3,10,21,15.6875,86
3,10,22,15.125,84
3,10,23,13.3125,84
3,11,0,13.6875,83
3,11,1,14,83
3,11,2,13,82
3,11,3,12.5625,82
3,11,4,11.4375,82
3,11,5,10.625,82
3,11,6,14.8125,82
3,11,7,26.5625,81
3,11,8,34.625,82
3,11,9,43.75,82
3,11,10,48.625,84
3,11,11,51.375,86
3,11,12,45.5,88
3,11,13,47.5,90
3,11,14,61.24999998,90
3,11,15,61.99999998,91
3,11,16,49.875,91
3,11,17,38.375,93
3,11,18,26.25,92
3,11,19,22.375,92
3,11,20,15.875,89
3,11,21,10.5625,86
3,11,22,7.562500002,85
3,11,23,9.250000002,84
3,12,0,8.687500002,84
3,12,1,8.687500002,84
3,12,2,8.374999998,84
3,12,3,7.875,84
3,12,4,7.999999998,84
3,12,5,7.875,83
3,12,6,7.375000002,83
3,12,7,7.000000002,83
3,12,8,4.875,83
3,12,9,4.125,83
3,12,10,4.625,85
3,12,11,6,87
3,12,12,5.25,88
3,12,13,4.625,88
3,12,14,6.874999998,90
3,12,15,6.312499998,89
3,12,16,13.125,91
3,12,17,15.0625,89
3,12,18,13.5,89
3,12,19,13.8125,88
3,12,20,12,86
3,12,21,9.499999998,85
3,12,22,7.5,84
3,12,23,8.374999998,84
3,13,0,8.0625,84
3,13,1,8.500000002,84
3,13,2,8.625,83
3,13,3,8.125000002,83
3,13,4,8.0625,83
3,13,5,7.812499998,82
3,13,6,7.562500002,82
3,13,7,7.062499998,82
3,13,8,4.625,82
3,13,9,6.124999998,82
3,13,10,5,84
3,13,11,4.5,86
3,13,12,5,88
3,13,13,1.125,90
3,13,14,0,90
3,13,15,1.625,90
3,13,16,12.25,92
3,13,17,18.875,91
3,13,18,18.125,91
3,13,19,13.125,91
3,13,20,10.75,89
3,13,21,8.125000002,86
3,13,22,9.124999998,85
3,13,23,8.25,84
3,14,0,8.374999998,83
3,14,1,8.25,83
3,14,2,7.624999998,83
3,14,3,7.624999998,83
3,14,4,6.75,82
3,14,5,7.062499998,82
3,14,6,11.5625,82
3,14,7,31.5,82
3,14,8,38.375,82
3,14,9,47.875,82
3,14,10,63.12499998,83
3,14,11,61.125,86
3,14,12,72.375,88
3,14,13,91.24999998,90
3,14,14,104.25,92
3,14,15,90.375,92
3,14,16,75.1875,93
3,14,17,62.18749998,92
3,14,18,45.9375,92
3,14,19,30.625,91
3,14,20,15.75,89
3,14,21,12.3125,86
3,14,22,11.25,85
3,14,23,12,84
3,15,0,11.25,84
3,15,1,10,84
3,15,2,10.75,83
3,15,3,10.875,83
3,15,4,10.125,83
3,15,5,9.75,82
3,15,6,9.874999998,82
3,15,7,24.125,82
3,15,8,33.375,82
3,15,9,52.17105263,83
3,15,10,64.5,84
3,15,11,59.375,87
3,15,12,56.875,89
3,15,13,61.5,90
3,15,14,78.375,90
3,15,15,74.25,91
3,15,16,69.25000002,90
3,15,17,64.125,92
3,15,18,32.1875,91
3,15,19,21.3125,90
3,15,20,17.375,87
3,15,21,11.1875,86
3,15,22,10.8125,85
3,15,23,10.0625,85
3,16,0,9.812500002,84
3,16,1,9.75,84
3,16,2,7.062499998,84
3,16,3,7.812499998,83
3,16,4,7.624999998,83
3,16,5,7.3125,83
3,16,6,9.9375,83
3,16,7,25.625,83
3,16,8,28.75,83
3,16,9,38.5,83
3,16,10,43.75,85
3,16,11,55.9375,86
3,16,12,58.5625,89
3,16,13,56.625,88
3,16,14,65.74999998,89
3,16,15,57.4375,91
3,16,16,45.8125,91
3,16,17,34.0625,90
3,16,18,24.4375,91
3,16,19,12.9375,91
3,16,20,12.1875,88
3,16,21,9.625000002,86
3,16,22,9.250000002,84
3,16,23,11.9375,84
3,17,0,11.3125,84
3,17,1,10.125,84
3,17,2,10.125,83
3,17,3,9.375,83
3,17,4,8.500000002,83
3,17,5,8.25,83
3,17,6,10.125,83
3,17,7,24.0625,82
3,17,8,29.875,82
3,17,9,52.9375,82
3,17,10,65.92105266,85
3,17,11,64.56250002,87
3,17,12,57.25,89
3,17,13,55.6875,89
3,17,14,59.125,90
3,17,15,57.5,91
3,17,16,57.0625,92
3,17,17,52.5625,93
3,17,18,36.4375,94
3,17,19,15.75,94
3,17,20,10.75,90
3,17,21,8.402777778,87
3,17,22,8.374999998,85
3,17,23,10.5,85
3,18,0,10.375,84
3,18,1,8.374999998,84
3,18,2,8.25,84
3,18,3,8.500000002,83
3,18,4,7.875,83
3,18,5,8.25,83
3,18,6,6.499999998,83
3,18,7,22,83
3,18,8,37.375,83
3,18,9,52.75,83
3,18,10,64.5,84
3,18,11,61.875,87
3,18,12,57.75,89
3,18,13,65.18749998,90
3,18,14,72.43750002,90
3,18,15,69.62500002,92
3,18,16,59.5,92
3,18,17,50.75,92
3,18,18,32,91
3,18,19,22,91
3,18,20,16,88
3,18,21,12.5625,86
3,18,22,7.562500002,85
3,18,23,7.062499998,85
3,19,0,9.312499998,84
3,19,1,9.9375,84
3,19,2,9.437500002,84
3,19,3,9,84
3,19,4,9.375,83
3,19,5,9.124999998,83
3,19,6,8.937499998,83
3,19,7,8.312500002,83
3,19,8,7.875,83
3,19,9,7.924528302,83
3,19,10,0,85
3,19,11,0,87
3,19,12,0,88
3,19,13,0.576923077,90
3,19,14,0.0625,89
3,19,15,4.6875,91
3,19,16,6.124999998,92
3,19,17,9.1875,92
3,19,18,10.625,93
3,19,19,11.75,91
3,19,20,9.312499998,88
3,19,21,9.437500002,86
3,19,22,8.125000002,86
3,19,23,8.125000002,85
3,20,0,7.999999998,85
3,20,1,7.375000002,84
3,20,2,6.9375,84
3,20,3,6.437500002,84
3,20,4,6.625000002,83
3,20,5,6.312499998,83
3,20,6,6.75,83
3,20,7,6.250000002,83
3,20,8,4.5625,83
3,20,9,5.5,84
3,20,10,6.355932204,85
3,20,11,8.500000002,88
3,20,12,7.999999998,89
3,20,13,4.1875,91
3,20,14,6,91
3,20,15,6.124999998,92
3,20,16,10.625,92
3,20,17,12.0625,92
3,20,18,12.9375,91
3,20,19,14.5,91
3,20,20,10.5,88
3,20,21,9.062500002,86
3,20,22,9.124999998,85
3,20,23,8.937499998,84
3,21,0,8.25,84
3,21,1,8.125000002,84
3,21,2,7.624999998,84
3,21,3,7.999999998,83
3,21,4,7.6875,83
3,21,5,7.3125,83
3,21,6,10.75,83
3,21,7,21.375,83
3,21,8,32.5625,83
3,21,9,39.5625,83
3,21,10,53.9375,85
3,21,11,63.31249998,86
3,21,12,63.5625,88
3,21,13,73.6875,89
3,21,14,97.3125,91
3,21,15,88.37500002,90
3,21,16,78.81250002,91
3,21,17,59.5,92
3,21,18,46.8125,93
3,21,19,23.1875,90
3,21,20,12.25,88
3,21,21,9.312499998,86
3,21,22,9.5625,85
3,21,23,9.124999998,84
3,22,0,9.062500002,84
3,22,1,7.875,84
3,22,2,8.500000002,83
3,22,3,7.937500002,83
3,22,4,8.125000002,83
3,22,5,7.999999998,83
3,22,6,10.0625,83
3,22,7,19.5625,83
3,22,8,35.3125,83
3,22,9,58.1875,83
3,22,10,66.12499998,85
3,22,11,66.5625,87
3,22,12,65.31250002,90
3,22,13,79.5,90
3,22,14,85.06249998,91
3,22,15,78.1875,93
3,22,16,64.99999998,92
3,22,17,58.4375,92
3,22,18,47.5625,93
3,22,19,17,90
3,22,20,14.375,88
3,22,21,12.375,86
3,22,22,9.499999998,85
3,22,23,9.75,85
3,23,0,9.499999998,84
3,23,1,9.687499998,84
3,23,2,9.5625,84
3,23,3,7.125,84
3,23,4,7.750000002,84
3,23,5,7.375000002,84
3,23,6,9.124999998,83
3,23,7,20.3125,83
3,23,8,29.0625,83
3,23,9,36.625,84
3,23,10,46,86
3,23,11,54.625,87
3,23,12,48.625,89
3,23,13,46.0625,91
3,23,14,59.6875,94
3,23,15,52.375,95
3,23,16,44.375,96
3,23,17,45.25,95
3,23,18,32.375,94
3,23,19,22.25,90
3,23,20,15.125,88
3,23,21,12.25,87
3,23,22,10.3125,86
3,23,23,10.75,86
3,24,0,11.5625,85
3,24,1,11.6875,84
3,24,2,10.8125,84
3,24,3,10.0625,84
3,24,4,9.75,84
3,24,5,9.499999998,84
3,24,6,11.375,83
3,24,7,25.5,83
3,24,8,40.125,83
3,24,9,54.0625,83
3,24,10,65.4375,84
3,24,11,68.4375,86
3,24,12,73.75000002,89
3,24,13,81.68749998,91
3,24,14,82.81249998,94
3,24,15,63.49999998,97
3,24,16,69.43750002,98
3,24,17,64.56250002,100
3,24,18,38.875,96
3,24,19,21.875,94
3,24,20,18,92
3,24,21,14.125,89
3,24,22,10,87
3,24,23,9,86
3,25,0,10.875,85
3,25,1,9.625000002,85
3,25,2,9,84
3,25,3,8.25,84
3,25,4,8.25,84
3,25,5,8.0625,84
3,25,6,10.25,83
3,25,7,22.1875,83
3,25,8,40.375,83
3,25,9,49.75,84
3,25,10,61.875,85
3,25,11,63.68749998,87
3,25,12,58.9375,89
3,25,13,64.75000002,89
3,25,14,71.68750002,91
3,25,15,64.06249998,92
3,25,16,62.87500002,93
3,25,17,58.875,92
3,25,18,41.375,91
3,25,19,26.75,89
3,25,20,16.375,87
3,25,21,6.874999998,86
3,25,22,6,86
3,25,23,9.124999998,86
3,26,0,8.875000002,85
3,26,1,8.749999998,85
3,26,2,8.25,85
3,26,3,5.875,85
3,26,4,6.499999998,82
3,26,5,6.250000002,82
3,26,6,4.6875,81
3,26,7,6.687499998,81
3,26,8,13.25,80
3,26,9,15.625,80
3,26,10,13.6875,81
3,26,11,12.6875,83
3,26,12,7.5,86
3,26,13,5.3125,86
3,26,14,6.062500002,88
3,26,15,7.875,91
3,26,16,12.625,94
3,26,17,15,93
3,26,18,15.125,94
3,26,19,10.375,92
3,26,20,7.249999998,90
3,26,21,6.250000002,87
3,26,22,5.75,86
3,26,23,7.000000002,85
3,27,0,5.75,85
3,27,1,5.6875,84
3,27,2,6.062500002,84
3,27,3,5.375,84
3,27,4,5.75,84
3,27,5,5.125,84
3,27,6,5.375,84
3,27,7,4.875,84
3,27,8,4.375,84
3,27,9,3.75,82
3,27,10,3.625,82
3,27,11,4.125,81
3,27,12,4.5,84
3,27,13,3.75,86
3,27,14,3.125,90
3,27,15,4.875,90
3,27,16,8.125000002,79
3,27,17,12.0625,82
3,27,18,11.9375,84
3,27,19,11.25,85
3,27,20,8.374999998,85
3,27,21,9.75,84
3,27,22,9.687499998,83
3,27,23,9.9375,83
3,28,0,9.874999998,83
3,28,1,8.625,83
3,28,2,7.937500002,83
3,28,3,7.437499998,83
3,28,4,6.625000002,82
3,28,5,6.499999998,82
3,28,6,6.5625,78
3,28,7,11.4375,77
3,28,8,24.375,78
3,28,9,25.75,80
3,28,10,33.375,82
3,28,11,39.75,81
3,28,12,46.5625,83
3,28,13,69.81250002,86
3,28,14,80.74999998,88
3,28,15,72.5625,88
3,28,16,54.1875,89
3,28,17,46.5,91
3,28,18,38.375,91
3,28,19,21.125,88
3,28,20,11.125,84
3,28,21,10.4375,83
3,28,22,10.875,83
3,28,23,12.1875,83
3,29,0,13.5,83
3,29,1,10,82
3,29,2,9.5625,82
3,29,3,9.437500002,82
3,29,4,9.312499998,82
3,29,5,7.937500002,82
3,29,6,9.124999998,82
3,29,7,19,82
3,29,8,31.125,81
3,29,9,48.9375,82
3,29,10,60.81250002,83
3,29,11,62.50000002,86
3,29,12,50.4375,87
3,29,13,48.3125,89
3,29,14,71.74999998,92
3,29,15,67.875,91
3,29,16,64.6875,92
3,29,17,52.5625,89
3,29,18,32.875,89
3,29,19,24.375,86
3,29,20,11.375,84
3,29,21,10.125,84
3,29,22,8.374999998,84
3,29,23,7.375000002,84
3,30,0,7.062499998,83
3,30,1,7.187500002,83
3,30,2,7.000000002,83
3,30,3,7.750000002,83
3,30,4,7.437499998,83
3,30,5,7.375000002,83
3,30,6,8.687500002,83
3,30,7,14.125,82
3,30,8,21.16071428,82
3,30,9,29.875,83
3,30,10,40.25,84
3,30,11,41.1875,86
3,30,12,38.4375,87
3,30,13,37.4375,90
3,30,14,41.5625,87
3,30,15,40.5,89
3,30,16,38.25,89
3,30,17,33.5,92
3,30,18,23.75,91
3,30,19,12.125,90
3,30,20,11.75,87
3,30,21,12.375,86
3,30,22,11.5,85
3,30,23,11.75,85
3,31,0,12,85
3,31,1,11.25,85
3,31,2,0,85
3,31,3,0,84
3,31,4,0,84
3,31,5,0,84
3,31,6,0,84
3,31,7,0,83
3,31,8,0,83
3,31,9,0,84
3,31,10,0,85
3,31,11,0,85
3,31,12,0,79
3,31,13,0,86
3,31,14,0,89
3,31,15,0,90
3,31,16,0,89
3,31,17,0,90
3,31,18,0,89
3,31,19,0,87
3,31,20,0,86
3,31,21,0,86
3,31,22,0,85
3,31,23,0,85
4,1,0,0,85
4,1,1,0,84
4,1,2,10.125,0
4,1,3,9.874999998,0
4,1,4,9.375,0
4,1,5,8.187499998,0
4,1,6,9,0
4,1,7,32.375,0
4,1,8,32.5625,0
4,1,9,46.625,83
4,1,10,64.06249998,85
4,1,11,64.00000002,86
4,1,12,66.75,89
4,1,13,76.00000002,88
4,1,14,86.8125,91
4,1,15,78,91
4,1,16,68.56249998,91
4,1,17,54.375,91
4,1,18,25.4375,90
4,1,19,15.1875,89
4,1,20,10.25,87
4,1,21,7.375000002,86
4,1,22,8.312500002,85
4,1,23,8.749999998,85
4,2,0,8.4375,84
4,2,1,7.812499998,84
4,2,2,8.0625,84
4,2,3,6.312499998,83
4,2,4,6.75,83
4,2,5,6.499999998,83
4,2,6,5.75,82
4,2,7,5.875,82
4,2,8,4.75,82
4,2,9,3.0625,82
4,2,10,1.0625,84
4,2,11,1.75,87
4,2,12,3.4375,88
4,2,13,4.0625,90
4,2,14,2.25,90
4,2,15,4.375,93
4,2,16,9.124999998,91
4,2,17,10,94
4,2,18,11.875,93
4,2,19,12.25,90
4,2,20,9.124999998,88
4,2,21,9,86
4,2,22,8.374999998,85
4,2,23,7.999999998,85
4,3,0,7.999999998,85
4,3,1,8.312500002,85
4,3,2,8.312500002,84
4,3,3,7.6875,84
